,win,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
1348,2,2.5,3.3,2.8,2.5,3.4,2.65,2.6,3.4,2.4,2.5,3.4,2.7
1349,1,1.73,3.6,4.75,1.78,3.5,4.5,1.8,3.4,4.0,1.8,3.5,4.5
1350,0,2.63,3.5,2.5,2.7,3.6,2.5,2.65,3.3,2.4,2.7,3.4,2.5
1351,0,2.1,3.25,3.5,2.1,3.4,3.3,2.1,3.3,3.1,2.05,3.4,3.5
1352,1,2.5,3.4,2.7,2.55,3.4,2.6,2.4,3.4,2.7,2.4,3.4,2.8
1353,0,10.0,5.5,1.29,10.0,5.25,1.28,9.0,5.0,1.3,11.0,5.0,1.29
1354,1,2.3,3.4,3.0,2.35,3.25,2.95,2.3,3.3,2.9,2.4,3.4,2.8
1355,1,1.91,3.3,4.2,1.9,3.4,4.0,2.0,3.3,3.6,1.95,3.5,3.75
1356,0,2.3,3.2,3.2,2.3,3.4,3.0,2.4,3.3,2.75,2.25,3.3,3.2
1357,0,6.0,4.0,1.55,6.0,4.0,1.53,5.4,3.7,1.55,6.0,4.0,1.53
1358,1,2.4,3.2,3.0,2.45,3.25,2.85,2.6,3.2,2.6,2.4,3.25,2.9
1359,0,2.0,3.4,3.75,2.1,3.6,3.25,2.2,3.3,3.1,2.1,3.3,3.5
1360,0,2.6,3.25,2.75,2.5,3.2,2.85,2.5,3.3,2.65,2.5,3.3,2.75
1361,1,3.1,3.4,2.25,3.1,3.25,2.3,3.2,3.2,2.2,3.2,3.3,2.25
1362,1,2.4,3.2,3.0,2.45,3.25,2.85,2.4,3.3,2.75,2.4,3.2,3.0
1363,2,1.75,3.5,4.75,1.7,3.6,5.0,1.7,3.7,4.5,1.72,3.5,5.0
1364,2,3.75,3.6,1.91,4.1,3.6,1.85,3.5,3.4,2.0,3.8,3.6,1.9
1365,1,2.5,3.6,2.6,2.35,3.6,2.75,2.2,3.5,2.9,2.3,3.6,2.8
1366,2,2.1,3.4,3.4,2.25,3.7,3.1,2.2,3.2,3.0,2.0,3.2,3.2
1367,2,2.3,3.4,3.0,2.2,3.5,3.0,2.2,3.2,3.0,2.2,3.5,3.1
1368,0,2.0,3.5,3.6,2.0,3.4,3.6,1.95,3.4,3.6,1.95,3.5,3.8
1369,2,2.0,3.4,3.75,2.0,3.5,3.6,2.0,3.3,3.6,2.05,3.4,3.5
1370,0,3.2,3.4,2.2,3.4,3.3,2.15,3.3,3.3,2.1,3.25,3.3,2.2
1371,0,2.6,3.2,2.75,2.55,3.25,2.75,2.5,3.3,2.65,2.6,3.25,2.7
1372,0,3.4,3.5,2.05,3.4,3.5,2.05,3.6,3.3,2.0,3.2,3.4,2.2
1373,1,2.6,3.4,2.63,2.55,3.6,2.55,2.4,3.3,2.75,2.6,3.3,2.62
1374,0,2.3,3.4,3.0,2.35,3.4,2.9,2.3,3.3,2.9,2.3,3.4,3.0
1375,2,11.0,6.5,1.22,9.25,7.0,1.22,10.0,5.2,1.27,13.0,6.5,1.2
1376,1,1.62,3.75,5.5,1.62,4.0,5.0,1.7,3.6,4.7,1.66,3.75,5.0
1377,2,1.91,3.5,4.0,1.85,3.7,3.9,1.85,3.45,4.0,1.85,3.6,4.0
1378,2,2.4,3.3,2.88,2.4,3.4,2.8,2.3,3.3,2.9,2.3,3.4,3.0
1379,1,2.75,3.4,2.45,2.65,3.4,2.55,2.55,3.35,2.55,2.6,3.3,2.62
1380,2,3.3,3.4,2.15,3.25,3.4,2.15,3.0,3.3,2.25,3.4,3.4,2.1
1381,2,3.75,3.6,1.91,3.9,3.6,1.87,3.7,3.5,1.9,3.75,3.6,1.91
1382,2,2.1,3.6,3.25,1.95,3.7,3.5,1.85,3.6,3.8,2.1,3.6,3.25
1383,2,2.5,3.3,2.8,2.35,3.4,2.9,2.3,3.2,3.0,2.37,3.4,2.87
1384,0,8.0,5.25,1.33,8.5,5.5,1.3,7.3,4.4,1.4,8.0,5.0,1.36
1385,2,2.38,3.5,2.8,2.5,3.5,2.65,2.4,3.3,2.75,2.4,3.4,2.8
1386,0,1.91,3.4,4.0,1.9,3.3,3.95,1.9,3.3,3.9,1.83,3.4,3.5
1387,0,1.91,3.4,4.0,1.8,3.3,4.5,1.9,3.3,3.9,1.8,3.3,3.75
1388,0,2.0,3.4,3.75,1.95,3.3,3.75,1.9,3.3,3.9,1.91,3.25,3.4
1389,2,2.5,3.25,2.8,2.5,3.2,2.7,2.3,3.4,2.8,2.5,3.2,2.5
1390,2,2.1,3.3,3.5,2.05,3.35,3.75,2.1,3.3,3.35,1.91,3.25,3.4
1391,0,3.25,3.3,2.2,3.3,3.3,2.1,3.1,3.3,2.2,3.4,3.25,1.91
1392,2,2.9,3.3,2.4,2.75,3.4,2.35,2.9,3.3,2.3,2.75,3.2,2.25
1393,2,3.75,3.6,1.91,3.5,4.0,1.95,3.55,3.4,1.9,3.5,3.4,1.83
1394,2,4.2,3.75,1.8,4.0,3.45,1.85,3.8,3.4,1.85,3.75,3.5,1.73
1395,2,2.1,3.4,3.4,2.0,3.4,3.5,2.1,3.3,3.1,2.1,3.4,3.4
1396,0,1.95,3.5,3.75,2.0,3.5,3.5,1.9,3.3,3.7,1.95,3.5,3.75
1397,2,2.25,3.3,3.2,2.2,3.5,3.25,2.2,3.2,3.0,2.1,3.5,3.3
1398,0,2.88,3.2,2.5,2.7,3.4,2.45,2.6,3.05,2.6,2.75,3.3,2.5
1399,2,2.75,3.3,2.5,2.8,3.5,2.45,2.65,3.2,2.45,2.8,3.4,2.4
1400,2,2.38,3.25,3.0,2.4,3.4,2.95,2.3,3.2,2.8,2.3,3.4,3.0
1401,2,2.4,3.4,2.8,2.5,3.25,2.9,2.4,3.3,2.65,2.38,3.4,2.88
1402,2,7.0,4.0,1.5,6.5,4.0,1.5,5.4,3.7,1.55,7.0,4.0,1.5
1403,1,2.5,3.4,2.7,2.5,3.5,2.6,2.55,3.2,2.55,2.5,3.4,2.7
1404,2,9.0,5.0,1.33,9.25,4.75,1.33,7.0,4.1,1.4,9.0,4.5,1.36
1405,2,2.4,3.3,2.9,2.4,3.5,2.9,2.3,3.3,2.75,2.4,3.3,2.88
1406,2,2.1,3.4,3.4,2.25,3.5,3.1,2.0,3.3,3.3,2.2,3.4,3.2
1407,2,1.53,4.0,6.0,1.55,4.25,5.25,1.5,4.0,5.3,1.57,3.75,6.0
1408,1,1.95,3.6,3.6,2.0,3.75,3.3,1.8,3.6,3.6,1.91,3.6,3.75
1409,1,2.5,3.4,2.7,2.6,3.6,2.6,2.5,3.3,2.5,2.62,3.4,2.6
1410,0,1.57,3.8,6.0,1.55,3.9,6.0,1.6,3.6,5.0,1.53,4.0,6.0
1411,1,1.91,3.5,4.0,2.05,3.75,3.4,2.0,3.3,3.3,1.91,3.6,3.75
1412,1,2.2,3.4,3.2,2.4,3.3,2.9,2.2,3.3,3.1,2.3,3.4,3.0
1413,2,2.3,3.4,3.0,2.3,3.5,2.9,2.3,3.4,2.85,2.3,3.5,2.87
1414,2,3.0,3.25,2.38,2.9,3.5,2.3,2.9,3.3,2.3,3.0,3.5,2.25
1415,0,2.0,3.5,3.6,2.0,3.5,3.6,2.1,3.3,3.3,2.0,3.4,3.75
1416,1,1.62,4.0,5.25,1.6,4.0,5.25,1.7,3.7,4.5,1.65,4.0,4.75
1417,2,1.83,3.6,4.2,1.83,3.6,4.1,1.9,3.5,3.7,1.8,3.6,4.33
1418,2,2.38,3.4,2.88,2.45,3.3,2.8,2.5,3.3,2.65,2.4,3.3,2.87
1419,0,1.62,3.75,5.5,1.62,4.0,5.0,1.67,3.55,5.0,1.66,3.75,5.0
1420,2,1.91,3.5,4.0,1.85,3.7,4.0,1.85,3.45,4.0,1.8,3.5,4.5
1421,2,13.0,6.5,1.2,11.0,7.0,1.2,12.0,5.5,1.22,11.0,6.5,1.22
1422,0,2.38,3.6,2.7,2.4,3.6,2.7,2.55,3.35,2.55,2.3,3.5,2.9
1423,1,1.91,3.6,3.8,1.85,3.7,3.9,1.9,3.45,3.8,1.85,3.6,4.0
1424,1,2.0,3.5,3.6,1.95,3.6,3.6,2.05,3.3,3.5,1.85,3.6,4.0
1425,2,5.25,4.5,1.53,5.25,4.6,1.5,5.5,4.3,1.5,5.5,4.33,1.53
1426,2,2.15,3.4,3.3,2.3,3.5,3.1,2.2,3.3,3.1,2.15,3.5,3.2
1427,1,2.0,3.6,3.5,2.0,3.4,3.7,2.15,3.3,3.2,2.1,3.4,3.4
1428,1,2.38,3.4,2.9,2.55,3.3,2.7,2.5,3.3,2.65,2.37,3.4,2.87
1429,0,1.95,3.5,3.75,1.95,3.6,3.6,2.0,3.3,3.6,2.0,3.4,3.75
1430,2,2.05,3.4,3.5,2.1,3.25,3.5,2.1,3.3,3.3,2.05,3.4,3.6
1431,2,15.0,7.5,1.18,11.0,7.0,1.2,12.0,5.5,1.22,13.0,6.5,1.2
1432,1,5.5,4.0,1.62,5.0,4.0,1.62,5.0,4.0,1.6,5.5,4.0,1.57
1433,2,2.5,3.4,2.8,2.55,3.25,2.7,2.6,3.2,2.6,2.5,3.3,2.75
1434,2,5.5,3.75,1.67,4.75,3.7,1.7,4.2,3.5,1.8,5.0,3.6,1.7
1435,2,2.15,3.4,3.5,2.1,3.3,3.4,1.9,3.45,3.8,2.1,3.3,3.5
1436,1,2.8,3.4,2.5,2.8,3.1,2.55,2.6,3.2,2.6,3.0,3.3,2.4
1437,0,2.75,3.25,2.63,2.7,3.1,2.65,2.65,3.3,2.5,2.87,3.25,2.6
1438,1,1.95,3.5,4.0,1.95,3.4,3.8,1.85,3.45,4.0,1.95,3.4,4.2
1439,0,2.5,3.1,3.1,2.55,3.1,2.85,2.4,3.05,3.0,2.5,3.1,3.1
1440,2,2.25,3.3,3.2,2.35,3.4,3.1,2.2,3.3,3.1,2.25,3.4,3.1
1441,2,5.0,3.6,1.75,4.5,3.5,1.78,4.0,3.45,1.85,4.75,3.6,1.8
1442,0,2.0,3.5,3.75,1.95,3.6,3.6,1.9,3.3,4.0,2.05,3.6,3.6
1443,1,3.0,3.5,2.25,2.95,3.3,2.35,2.75,3.3,2.4,3.1,3.4,2.25
1444,1,2.25,3.4,3.1,2.4,3.3,2.85,2.4,3.2,2.85,2.37,3.25,3.0
1445,1,2.2,3.4,3.2,2.3,3.3,3.0,2.2,3.3,3.1,2.2,3.4,3.2
1446,2,3.0,3.3,2.4,2.8,3.2,2.5,2.65,3.3,2.5,2.8,3.25,2.4
1447,1,2.0,3.5,3.8,2.05,3.3,3.6,2.1,3.3,3.3,2.0,3.4,3.75
1448,1,3.75,3.4,2.05,3.6,3.4,2.1,3.1,3.3,2.2,3.6,3.4,2.05
1449,1,2.15,3.4,3.4,2.15,3.3,3.3,2.2,3.3,3.1,2.1,3.25,3.5
1450,0,2.2,3.3,3.4,2.2,3.3,3.2,2.3,3.2,3.0,2.2,3.25,3.3
1451,0,2.05,3.5,3.6,2.1,3.3,3.4,2.1,3.3,3.3,2.1,3.4,3.6
1452,0,6.5,4.33,1.5,6.0,4.33,1.53,5.6,3.9,1.55,6.0,4.2,1.5
1453,0,2.75,3.3,2.6,2.8,3.2,2.65,2.6,3.2,2.6,2.75,3.2,2.6
1454,1,1.85,3.6,4.33,1.8,3.6,4.25,1.8,3.5,4.2,1.85,3.4,4.33
1455,1,2.4,3.2,3.0,2.55,3.25,2.85,2.6,3.2,2.6,2.4,3.25,2.9
1456,1,2.05,3.2,4.0,2.0,3.2,3.9,1.9,3.45,3.8,2.0,3.1,4.0
1457,0,1.5,4.2,7.0,1.5,4.1,6.25,1.4,4.6,7.0,1.5,4.0,6.5
1458,2,9.0,4.5,1.4,7.0,4.4,1.42,7.3,4.4,1.4,7.5,4.5,1.4
1459,2,1.75,3.6,5.0,1.7,3.75,4.6,1.75,3.6,4.3,1.75,3.6,4.5
1460,1,2.5,3.4,2.8,2.5,3.3,2.7,2.4,3.3,2.75,2.4,3.3,2.8
1461,1,2.38,3.25,3.1,2.4,3.3,2.85,2.4,3.3,2.75,2.3,3.1,3.1
1462,1,2.2,3.2,3.5,2.15,3.3,3.3,2.2,3.2,3.2,2.1,3.25,3.5
1463,1,1.4,4.33,8.5,1.45,4.0,7.0,1.45,4.0,7.0,1.36,4.0,7.0
1464,1,1.25,5.75,11.0,1.25,5.5,10.0,1.3,5.0,9.0,1.22,5.0,9.0
1465,1,1.62,3.8,5.5,1.6,3.65,5.5,1.7,3.5,4.9,1.62,3.3,5.0
1466,0,1.36,4.75,8.5,1.35,4.65,8.0,1.4,4.3,7.5,1.36,4.0,7.0
1467,1,2.0,3.4,3.75,2.08,3.5,3.5,1.9,3.4,3.7,2.0,3.2,3.2
1468,2,2.2,3.4,3.2,2.25,3.25,3.05,2.2,3.2,3.2,2.2,3.25,2.75
1469,0,3.2,3.4,2.2,3.2,3.4,2.25,3.1,3.3,2.2,2.8,3.2,2.2
1470,1,1.29,5.25,10.0,1.3,5.0,9.0,1.35,4.5,7.3,1.29,4.5,8.0
1471,0,1.33,5.0,9.0,1.33,5.5,6.8,1.25,5.0,10.0,1.3,4.33,8.0
1472,1,1.44,4.5,6.5,1.45,4.6,5.7,1.4,4.1,7.0,1.4,4.5,8.0
1473,0,3.0,3.4,2.3,2.75,3.4,2.35,2.6,3.3,2.4,3.0,3.25,2.38
1474,1,1.4,4.5,8.0,1.4,4.5,7.0,1.4,4.1,7.0,1.4,4.5,8.0
1475,0,1.44,4.33,7.0,1.45,4.25,6.5,1.45,3.9,6.5,1.44,4.33,7.0
1476,2,2.38,3.4,2.88,2.4,3.5,2.9,2.3,3.3,2.75,2.38,3.4,2.88
1477,2,1.36,4.75,8.0,1.4,4.5,7.0,1.45,3.9,6.5,1.4,4.33,8.0
1478,1,1.53,4.0,6.0,1.53,3.9,5.8,1.55,3.7,5.4,1.53,4.0,6.0
1479,1,1.62,4.0,5.0,1.57,4.0,5.1,1.6,3.6,5.0,1.62,4.0,5.0
1480,1,1.57,4.0,5.5,1.6,3.9,5.0,1.6,3.6,5.0,1.57,3.75,6.0
1481,1,1.75,3.6,4.5,1.75,3.6,4.3,1.85,3.4,3.8,1.8,3.6,4.33
1482,1,1.2,6.0,15.0,1.2,6.3,11.0,1.25,5.0,10.0,1.2,6.5,13.0
1483,1,1.53,4.0,6.0,1.5,4.25,5.5,1.55,3.8,5.2,1.53,4.0,6.0
1484,0,1.44,4.33,7.0,1.42,4.6,6.25,1.4,4.5,6.0,1.44,4.33,7.0
1485,0,1.44,4.33,7.0,1.38,4.6,7.25,1.4,4.1,7.0,1.36,5.0,8.0
1486,1,1.67,3.6,5.25,1.6,3.65,5.5,1.6,3.6,5.0,1.53,4.0,6.0
1487,0,2.1,3.4,3.4,2.0,3.4,3.5,2.1,3.3,3.1,2.0,3.5,3.6
1488,2,1.8,3.75,4.2,1.85,3.45,3.95,1.85,3.4,3.8,1.8,3.6,4.33
1489,2,2.0,3.5,3.6,2.05,3.6,3.5,2.1,3.3,3.1,1.95,3.5,3.75
1490,0,1.62,3.75,5.5,1.7,3.9,4.75,1.65,3.5,4.6,1.62,3.75,5.5
1491,1,1.73,3.75,4.5,1.75,3.75,4.75,1.72,3.45,4.4,1.67,3.75,5.0
1492,2,1.5,4.0,7.0,1.48,4.0,7.0,1.55,3.7,5.4,1.5,4.0,7.0
1493,1,1.8,3.5,4.5,1.8,3.5,4.4,1.7,3.5,4.4,1.8,3.5,4.5
1494,1,1.83,3.6,4.2,1.83,3.75,3.75,1.9,3.4,3.55,1.83,3.6,4.2
1495,0,1.75,3.75,4.5,1.72,3.8,4.75,1.72,3.4,4.4,1.8,3.5,4.5
1496,1,1.5,4.0,7.0,1.48,4.2,6.5,1.45,3.9,6.5,1.5,4.0,7.0
1497,1,4.5,3.6,1.8,4.5,3.75,1.78,4.0,3.4,1.8,4.33,3.6,1.8
1498,2,2.1,3.4,3.4,2.2,3.25,3.5,2.0,3.3,3.3,2.0,3.4,3.75
1499,2,1.7,3.8,4.75,1.65,3.8,5.0,1.7,3.5,4.4,1.67,3.75,5.0
1500,1,1.4,4.5,8.0,1.42,4.4,7.25,1.42,4.0,6.7,1.44,4.5,6.5
1501,0,1.53,4.0,6.0,1.55,4.0,5.75,1.5,3.8,5.7,1.53,4.0,6.0
1502,1,1.83,3.6,4.2,1.9,3.6,3.75,1.85,3.4,3.8,1.85,3.6,4.0
1503,0,2.6,3.4,2.6,2.7,3.5,2.55,2.5,3.3,2.5,2.75,3.3,2.5
1504,2,1.4,4.6,7.5,1.42,4.6,6.75,1.37,4.4,7.3,1.4,4.5,8.0
1505,1,1.67,3.75,5.0,1.72,3.9,4.75,1.7,3.5,4.4,1.67,3.75,5.0
1506,1,1.44,4.33,7.0,1.44,4.2,7.25,1.5,4.0,6.1,1.44,4.33,7.0
1507,1,2.63,3.5,2.5,2.65,3.6,2.6,2.4,3.3,2.75,2.5,3.5,2.62
1508,1,1.5,4.33,6.0,1.45,4.6,6.0,1.45,4.0,7.0,1.44,4.33,7.0
1509,1,1.6,4.0,5.25,1.57,3.9,5.75,1.65,3.6,5.1,1.57,4.0,5.5
1510,1,1.67,4.0,4.75,1.62,4.0,5.0,1.67,3.55,5.0,1.61,4.0,5.0
1511,1,1.57,4.0,5.5,1.62,3.9,5.0,1.55,3.7,5.4,1.57,3.75,6.0
1512,2,3.3,3.5,2.1,3.25,3.6,2.1,3.4,3.2,2.1,3.2,3.5,2.15
1513,1,1.5,4.1,6.5,1.5,4.2,6.25,1.5,4.0,6.1,1.5,4.33,6.0
1514,1,1.53,4.33,5.5,1.55,4.2,5.5,1.6,3.7,5.4,1.57,4.0,5.5
1515,2,4.2,3.75,1.8,4.4,3.75,1.75,4.5,3.5,1.75,4.5,3.75,1.72
1516,0,1.5,4.33,6.0,1.5,4.5,5.75,1.55,3.9,5.6,1.53,4.0,6.0
1517,1,1.44,4.5,6.5,1.45,4.75,6.0,1.45,4.0,7.0,1.44,4.5,6.5
1518,1,1.4,4.75,7.0,1.44,4.5,6.75,1.5,4.0,6.1,1.44,4.33,7.0
1519,1,1.3,5.5,9.0,1.3,5.75,7.75,1.4,4.6,7.1,1.33,5.0,9.0
1520,0,1.91,3.6,3.8,2.05,3.6,3.6,2.0,3.3,3.3,1.91,3.3,3.4
1521,1,1.44,4.33,7.0,1.45,4.33,6.75,1.45,3.9,6.5,1.44,4.33,7.0
1522,0,1.67,3.8,5.0,1.67,3.8,4.75,1.6,3.8,5.2,1.62,3.75,5.5
1523,1,1.44,4.5,6.5,1.45,4.5,6.5,1.4,4.4,7.3,1.44,4.33,7.0
1524,1,1.5,4.33,6.0,1.48,4.4,6.25,1.45,4.0,7.0,1.44,4.5,6.5
1525,1,1.5,4.33,6.0,1.53,4.1,6.0,1.6,3.8,5.2,1.53,4.0,6.0
1526,1,1.44,4.5,6.5,1.42,4.75,6.75,1.4,4.4,7.3,1.4,4.5,7.5
1527,2,1.44,4.33,7.0,1.48,4.75,5.5,1.45,4.2,6.5,1.44,4.2,7.5
1528,1,1.5,4.2,6.25,1.5,4.4,5.75,1.55,4.0,5.4,1.53,4.0,6.0
1529,2,2.1,3.4,3.4,2.15,3.4,3.3,2.1,3.3,3.3,2.05,3.4,3.5
1530,2,1.75,3.8,4.33,1.75,3.75,4.5,1.75,3.5,4.5,1.72,3.75,4.5
1531,2,1.73,3.8,4.5,1.75,4.1,4.0,1.8,3.5,4.2,1.75,3.75,4.33
1532,0,1.33,5.25,8.0,1.36,5.25,7.0,1.4,4.4,7.3,1.4,5.0,6.5
1533,1,1.67,3.8,5.0,1.65,3.9,5.0,1.6,3.9,5.0,1.61,4.0,5.0
1534,1,1.67,3.8,5.0,1.62,3.9,5.0,1.6,3.9,5.0,1.61,3.75,5.5
1535,0,3.0,3.5,2.25,2.9,3.6,2.25,2.75,3.3,2.4,3.1,3.5,2.25
1536,1,1.25,6.5,9.0,1.25,6.75,8.5,1.22,6.0,10.5,1.28,6.0,8.5
1537,1,1.8,3.75,4.2,1.8,4.0,4.2,1.75,3.5,4.5,1.75,3.75,4.33
1538,1,1.33,5.0,9.0,1.35,5.5,7.0,1.35,4.8,7.6,1.36,5.0,7.5
1539,0,5.0,4.2,1.6,5.25,4.0,1.6,4.75,3.8,1.65,5.0,3.75,1.66
1540,0,1.5,4.33,6.0,1.53,3.9,6.25,1.5,4.0,6.1,1.5,4.33,6.0
1541,1,1.5,4.33,6.5,1.53,4.1,5.75,1.55,4.0,5.5,1.5,4.33,6.0
1542,0,1.67,4.0,5.0,1.72,3.6,4.75,1.8,3.5,4.2,1.7,3.75,4.75
1543,0,1.44,4.75,7.0,1.48,4.1,6.5,1.55,4.0,5.5,1.44,4.5,6.5
1544,0,2.5,3.4,2.8,2.45,3.2,3.0,2.5,3.2,2.75,2.4,3.4,2.8
1545,1,1.44,4.5,6.5,1.45,4.25,6.75,1.5,4.0,6.1,1.44,4.1,7.0
1546,2,2.3,3.5,3.0,2.4,3.25,2.9,2.5,3.3,2.65,2.3,3.4,3.0
1547,1,1.36,4.75,9.0,1.36,5.0,7.25,1.4,4.6,6.8,1.36,4.75,9.0
1548,1,1.44,4.33,7.5,1.5,4.2,6.0,1.55,4.0,5.5,1.44,4.5,7.5
1549,1,1.36,5.0,8.5,1.36,4.75,8.25,1.4,4.4,7.3,1.36,5.0,9.0
1550,1,1.36,5.25,8.0,1.37,4.75,7.75,1.35,5.0,7.3,1.36,5.0,9.0
1551,0,1.3,5.5,9.0,1.4,5.25,7.5,1.4,4.4,7.3,1.33,5.25,8.0
1552,1,2.38,3.3,3.1,2.4,3.2,3.1,2.4,3.3,2.75,2.38,3.3,3.1
1553,1,1.4,5.0,7.5,1.42,5.0,6.0,1.45,4.0,7.0,1.4,5.0,7.5
1554,1,1.57,4.2,5.25,1.55,4.33,5.25,1.5,4.0,6.1,1.5,4.33,6.0
1555,0,1.33,5.25,8.0,1.34,5.5,7.25,1.4,4.6,6.8,1.33,5.0,8.5
1556,1,1.67,4.1,4.5,1.78,3.8,4.1,1.85,3.5,3.9,1.8,3.6,4.33
1557,1,1.5,4.33,6.5,1.5,4.4,5.75,1.45,4.0,7.0,1.53,4.5,6.0
1558,1,1.57,4.33,5.5,1.57,4.33,5.5,1.6,3.9,5.0,1.55,4.2,5.25
1559,2,1.5,4.33,6.5,1.53,4.4,6.0,1.5,4.0,6.1,1.48,4.5,6.0
1560,0,1.62,4.2,5.25,1.67,3.9,5.25,1.7,3.7,4.5,1.62,3.8,5.25
1561,1,1.95,3.75,3.75,2.0,3.6,3.7,2.1,3.3,3.3,1.91,3.75,3.6
1562,1,1.25,6.0,12.0,1.3,5.5,10.0,1.35,4.8,7.6,1.29,5.5,11.0
1563,0,5.25,4.2,1.6,5.5,4.1,1.65,5.1,3.6,1.65,5.25,4.0,1.62
1564,2,3.4,3.5,2.1,3.4,3.4,2.15,3.1,3.3,2.2,3.3,3.4,2.15
1565,2,1.44,4.75,7.0,1.4,4.75,6.75,1.45,4.0,7.0,1.44,4.5,6.5
1566,1,1.67,3.75,5.5,1.62,3.9,5.0,1.7,3.7,4.5,1.62,3.8,5.25
1567,1,2.0,3.2,4.0,2.0,3.5,3.8,2.0,3.3,3.6,2.0,3.5,3.6
1568,1,1.36,5.25,8.0,1.36,5.0,7.5,1.4,4.5,7.0,1.36,5.0,8.5
1569,1,1.62,3.75,6.0,1.62,4.0,5.5,1.55,4.0,5.5,1.62,3.8,5.5
1570,1,1.5,4.33,6.5,1.5,4.33,5.75,1.5,4.0,6.1,1.5,4.5,5.5
1571,2,1.25,6.0,13.0,1.26,6.0,11.0,1.3,5.0,9.0,1.25,5.5,12.0
1572,1,1.53,4.33,6.0,1.57,4.0,6.0,1.6,3.9,5.0,1.55,4.0,5.75
1573,0,1.4,4.75,8.0,1.4,4.75,8.0,1.4,4.4,7.3,1.36,4.5,8.5
1574,0,2.5,3.3,2.88,2.45,3.2,2.75,2.4,3.2,2.85,2.38,3.2,2.6
1575,2,13.0,5.0,1.29,10.0,4.7,1.3,9.0,4.6,1.33,10.0,5.5,1.29
1576,1,2.6,3.25,2.8,2.45,3.15,2.8,2.45,3.1,2.9,2.5,3.3,2.8
1577,2,2.0,3.4,3.8,1.95,3.35,3.7,2.0,3.3,3.6,2.1,3.4,3.4
1578,2,2.25,3.3,3.3,2.2,3.2,3.2,2.2,3.2,3.2,2.25,3.25,3.2
1579,2,2.5,3.25,2.88,2.6,3.2,2.6,2.6,3.2,2.6,2.5,3.2,2.5
1580,2,5.0,3.8,1.7,4.9,3.7,1.65,4.9,3.5,1.7,4.5,3.5,1.62
1581,2,5.5,4.0,1.62,5.25,3.8,1.6,5.4,3.7,1.55,5.5,4.0,1.57
1582,1,7.0,4.2,1.5,6.4,4.2,1.45,7.0,4.1,1.4,7.0,4.33,1.44
1583,2,9.0,5.0,1.4,7.5,4.6,1.4,6.8,4.6,1.4,9.0,4.8,1.4
1584,1,2.5,3.4,3.0,2.5,3.2,2.8,2.6,3.2,2.6,2.5,3.3,2.9
1585,0,2.15,3.4,3.75,2.2,3.2,3.25,2.1,3.3,3.3,2.2,3.25,3.3
1586,0,2.8,3.3,2.75,2.8,3.1,2.75,2.65,3.3,2.5,2.8,3.25,2.62
1587,1,5.5,3.75,1.73,4.75,3.5,1.75,4.2,3.5,1.8,5.0,3.5,1.8
1588,2,4.75,3.8,1.8,4.2,3.5,1.83,4.0,3.45,1.85,4.5,3.6,1.83
1589,1,2.2,3.4,3.6,2.2,3.25,3.25,2.2,3.2,3.2,2.2,3.3,3.4
1590,2,2.55,3.25,3.1,2.55,3.25,2.9,2.4,3.2,2.85,2.4,3.2,3.2
1591,0,2.6,3.25,3.0,2.6,3.2,2.7,2.5,3.3,2.65,2.62,3.1,3.0
1592,2,2.63,3.3,2.9,2.6,3.25,2.9,2.6,3.2,2.6,2.7,3.3,2.7
1593,1,7.5,5.0,1.44,6.5,4.5,1.44,7.0,4.0,1.45,7.0,4.5,1.45
1594,0,6.0,4.2,1.62,5.75,4.0,1.62,5.6,3.9,1.55,5.5,4.0,1.61
1595,0,3.5,3.4,2.1,3.6,3.5,2.1,3.2,3.4,2.1,3.6,3.5,2.05
1596,2,6.5,4.33,1.57,6.25,4.1,1.57,7.0,4.0,1.45,6.0,4.2,1.57
1597,2,2.63,3.3,2.9,2.55,3.3,2.8,2.5,3.3,2.65,2.45,3.3,3.0
1598,0,2.7,3.3,2.88,2.65,3.2,2.65,2.75,3.3,2.4,2.62,3.3,2.9
1599,0,2.5,3.3,3.1,2.6,3.25,2.9,2.6,3.1,2.7,2.55,3.2,2.9
1600,2,2.8,3.4,2.7,2.8,3.2,2.7,2.6,3.2,2.6,2.75,3.3,2.75
1601,2,4.75,3.75,1.83,4.6,3.6,1.85,4.2,3.5,1.8,4.33,3.6,1.83
1602,0,2.75,3.3,2.5,2.65,3.4,2.5,2.65,3.3,2.5,2.75,3.3,2.5
1603,1,3.0,3.25,2.38,2.9,3.4,2.3,2.7,3.2,2.5,2.7,3.4,2.5
1604,1,2.88,3.4,2.38,2.85,3.3,2.4,2.65,3.3,2.5,2.88,3.4,2.38
1605,1,2.75,3.3,2.5,2.7,3.3,2.5,2.65,3.3,2.5,2.75,3.3,2.5
1606,2,2.3,3.3,3.1,2.3,3.25,3.1,2.2,3.2,3.2,2.2,3.3,3.25
1607,0,2.9,3.3,2.4,3.0,3.3,2.3,2.9,3.1,2.3,3.0,3.4,2.3
1608,1,3.2,3.25,2.25,3.1,3.25,2.3,2.75,3.3,2.4,3.1,3.3,2.3
1609,1,2.3,3.2,3.2,2.25,3.2,3.25,2.1,3.3,3.3,2.25,3.3,3.2
1610,0,3.0,3.2,2.4,3.0,3.2,2.4,2.6,3.2,2.6,2.8,3.3,2.45
