,win,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
1611,2,4.33,3.6,1.8,4.2,3.6,1.83,3.6,3.4,1.95,4.33,3.4,1.85
1612,0,2.8,3.3,2.5,2.7,3.5,2.45,2.6,3.2,2.6,2.75,3.3,2.5
1613,2,4.75,4.0,1.67,5.0,3.9,1.65,3.8,3.6,1.85,5.0,3.8,1.66
1614,2,1.85,3.5,4.2,1.83,3.7,3.9,1.75,3.8,4.1,1.83,3.5,4.33
1615,0,2.15,3.4,3.3,2.07,3.4,3.45,2.1,3.2,3.2,2.1,3.3,2.88
1616,0,4.33,3.5,1.83,4.6,3.5,1.85,3.4,3.2,2.0,4.0,3.4,1.91
1617,2,11.0,5.0,1.29,9.25,4.75,1.33,7.6,4.8,1.35,10.0,5.0,1.3
1618,2,2.3,3.3,3.1,2.3,3.4,2.9,2.45,3.3,2.7,2.3,3.3,3.1
1619,0,3.2,3.4,2.4,2.9,3.2,2.4,2.9,3.3,2.3,3.25,3.4,2.25
1620,2,2.3,3.5,3.3,2.3,3.3,3.0,2.2,3.3,3.1,2.25,3.4,3.4
1621,0,2.1,3.5,3.8,2.15,3.4,3.2,2.25,3.3,3.0,2.1,3.4,3.6
1622,2,3.8,3.6,2.05,3.6,3.5,2.1,3.6,3.3,2.0,3.75,3.6,2.05
1623,2,7.0,4.75,1.5,5.5,4.6,1.5,7.0,4.0,1.45,6.5,4.5,1.5
1624,2,3.8,3.6,2.05,3.5,3.4,2.05,3.7,3.35,1.95,3.75,3.5,2.05
1625,1,2.2,3.4,3.6,2.2,3.2,3.3,2.3,3.3,2.9,2.2,3.25,3.5
1626,2,2.63,3.3,2.9,2.62,3.25,2.65,2.5,3.2,2.75,2.62,3.25,2.8
1627,2,2.4,3.3,3.25,2.4,3.25,2.9,2.3,3.3,2.9,2.37,3.3,3.25
1628,2,5.75,3.8,1.7,5.25,3.8,1.7,4.7,3.6,1.7,5.25,4.0,1.65
1629,0,2.2,3.3,3.75,2.2,3.25,3.25,2.1,3.3,3.3,2.25,3.2,3.4
1630,0,4.75,3.75,1.83,4.33,3.4,1.83,4.5,3.5,1.75,4.5,3.75,1.83
1631,1,2.38,3.3,3.1,2.3,3.3,3.0,2.2,3.3,3.1,2.38,3.3,3.1
1632,1,2.15,3.4,3.75,2.15,3.3,3.3,2.1,3.3,3.3,2.2,3.4,3.4
1633,1,1.91,3.7,4.33,1.91,3.5,4.1,1.95,3.35,3.7,1.95,3.6,3.8
1634,1,2.6,3.4,2.9,2.6,3.25,2.65,2.4,3.3,2.75,2.62,3.4,2.75
1635,1,1.6,4.33,6.0,1.6,3.8,5.5,1.6,3.9,5.0,1.62,4.0,5.5
1636,1,5.5,4.2,1.67,4.75,3.8,1.67,5.6,3.9,1.55,5.0,4.0,1.66
1637,0,1.8,3.75,5.0,1.8,3.4,4.5,1.75,3.5,4.5,1.8,3.6,5.0
1638,1,1.95,3.5,4.33,2.0,3.3,3.75,2.0,3.3,3.6,2.0,3.4,4.2
1639,1,2.2,3.6,3.4,2.25,3.3,3.1,2.2,3.2,3.2,2.25,3.4,3.3
1640,1,1.85,3.8,4.5,1.85,3.6,4.0,1.85,3.45,4.0,1.85,3.75,4.33
1641,0,3.1,3.5,2.4,2.95,3.4,2.4,2.9,3.3,2.3,3.0,3.4,2.38
1642,1,3.2,3.5,2.35,3.0,3.3,2.4,3.0,3.2,2.3,3.0,3.4,2.3
1643,0,4.33,4.0,1.85,4.0,4.0,1.85,3.8,3.45,1.9,4.0,3.8,1.8
1644,0,1.91,3.75,4.33,1.95,3.4,3.8,1.9,3.45,3.8,1.85,3.6,4.0
1645,1,2.1,3.5,3.8,2.1,3.25,3.5,2.0,3.3,3.6,1.95,3.3,3.8
1646,1,2.63,3.4,2.88,2.6,3.2,2.8,2.6,3.2,2.6,2.5,3.3,2.7
1647,1,1.5,4.33,6.0,1.5,4.2,6.0,1.5,4.0,6.1,1.5,4.2,6.0
1648,0,1.73,3.8,5.5,1.7,3.75,5.25,1.7,3.6,4.7,1.67,3.75,6.0
1649,0,2.63,3.6,2.75,2.65,3.3,2.65,2.6,3.2,2.6,2.7,3.4,2.7
1650,1,1.57,4.33,6.25,1.53,4.0,6.0,1.65,3.6,5.1,1.55,4.0,6.0
1651,1,2.25,3.4,3.5,2.15,3.3,3.3,2.2,3.3,3.1,2.25,3.25,3.5
1652,0,1.95,3.6,4.2,1.95,3.4,3.75,2.0,3.3,3.6,1.95,3.5,4.2
1653,1,1.75,3.7,5.5,1.7,3.5,5.0,1.7,3.6,4.7,1.75,3.6,5.5
1654,1,1.91,4.0,4.0,1.83,3.5,4.25,1.9,3.45,3.8,1.9,3.75,4.2
1655,1,1.91,3.75,4.33,1.91,3.4,4.0,1.85,3.45,4.0,1.85,3.6,4.5
1656,2,4.5,4.0,1.8,4.0,3.8,1.85,3.8,3.45,1.9,4.33,3.75,1.83
1657,1,2.4,3.25,2.9,2.35,3.15,2.8,2.2,3.1,2.8,2.3,3.3,2.6
1658,0,3.0,3.3,2.2,3.1,3.3,2.1,2.85,3.3,2.1,2.62,3.3,2.25
1659,2,2.25,3.4,3.1,2.2,3.2,3.0,2.3,3.3,2.5,2.1,3.2,3.0
1660,1,2.75,3.3,2.5,2.55,3.3,2.45,2.5,3.1,2.4,2.5,3.2,2.5
1661,0,2.15,3.3,3.4,2.15,3.25,3.05,2.2,3.1,2.8,2.1,3.2,3.0
1662,1,2.9,3.4,2.38,2.75,3.25,2.3,2.5,3.0,2.5,2.62,3.3,2.25
1663,1,1.91,3.3,3.8,1.88,3.5,3.5,1.75,3.3,3.9,1.8,3.3,3.75
1664,0,3.75,3.3,2.0,3.75,3.5,1.83,3.1,3.2,2.0,3.4,3.25,1.9
1665,1,2.0,3.3,3.75,1.9,3.3,3.65,2.0,3.2,3.2,1.91,3.25,3.4
1666,1,1.53,4.0,6.0,1.45,3.9,6.4,1.55,3.5,4.8,1.53,3.5,5.5
1667,0,2.1,3.3,3.5,1.95,3.4,3.4,1.9,3.3,3.4,1.83,3.4,3.5
1668,2,2.75,3.3,2.5,2.6,3.25,2.45,2.6,3.2,2.3,2.5,3.2,2.5
1669,1,2.0,3.2,3.5,2.0,3.2,3.45,1.9,3.2,3.4,1.91,3.25,3.4
1670,0,4.75,3.75,1.7,5.0,3.6,1.62,4.8,3.5,1.55,4.33,3.4,1.66
1671,1,2.1,3.3,3.5,1.95,3.2,3.6,1.9,3.2,3.4,1.83,3.3,3.6
1672,0,2.8,3.25,2.5,2.55,3.2,2.5,2.5,3.2,2.5,2.5,3.3,2.38
1673,1,1.91,3.4,4.0,1.7,3.4,4.4,1.8,3.3,3.7,1.72,3.4,4.0
1674,1,1.57,3.75,5.25,1.55,3.8,5.25,1.6,3.7,4.2,1.5,3.8,5.0
1675,0,1.75,3.3,4.5,1.67,3.5,4.6,1.7,3.3,4.0,1.73,3.2,4.33
1676,1,3.0,3.4,2.3,3.0,3.3,2.15,2.65,3.1,2.3,2.75,3.25,2.2
1677,0,1.91,3.4,4.0,1.85,3.3,3.9,1.9,3.2,3.4,1.73,3.2,4.33
1678,1,1.67,3.8,5.0,1.7,3.4,4.5,1.6,3.4,4.6,1.62,3.5,4.5
1679,2,2.2,3.3,3.3,2.15,3.3,3.2,2.3,3.2,2.7,2.1,3.3,2.88
1680,1,1.91,3.5,4.0,1.91,3.4,3.8,1.9,3.3,3.5,1.83,3.4,3.5
1681,0,2.1,3.3,3.5,2.0,3.25,3.7,2.0,3.2,3.3,2.1,3.2,3.0
1682,1,5.5,4.2,1.55,5.5,3.7,1.6,4.6,3.4,1.6,5.0,3.5,1.57
1683,0,1.7,3.6,5.0,1.65,3.6,5.0,1.7,3.3,4.2,1.66,3.4,4.33
1684,1,2.0,3.5,3.6,2.0,3.4,3.5,2.0,3.2,3.1,1.91,3.25,3.4
1685,1,2.63,3.3,2.63,2.5,3.3,2.65,2.5,3.2,2.5,2.4,3.25,2.5
1686,0,2.0,3.4,3.75,2.0,3.25,3.7,1.9,3.2,3.6,1.91,3.25,3.4
1687,1,1.83,3.5,4.33,1.88,3.5,3.8,1.85,3.3,3.6,1.83,3.3,3.6
1688,2,2.7,3.4,2.5,2.9,3.4,2.25,2.7,3.2,2.3,2.62,3.4,2.25
1689,1,1.8,3.5,4.5,1.75,3.4,4.2,1.75,3.4,4.0,1.73,3.2,4.33
1690,2,2.63,3.2,2.5,2.65,3.3,2.5,2.5,3.2,2.5,2.4,3.25,2.5
1691,2,2.75,3.3,2.5,2.7,3.25,2.5,2.6,3.2,2.4,2.5,3.3,2.38
1692,2,2.2,3.25,3.3,2.1,3.3,3.3,1.9,3.3,3.5,2.0,3.2,3.2
1693,1,1.5,4.0,7.0,1.53,3.9,6.0,1.5,3.7,5.0,1.5,3.8,6.0
1694,2,2.1,3.4,3.4,2.05,3.2,3.3,2.0,3.2,3.3,2.0,3.2,3.4
1695,1,1.8,3.6,4.33,1.8,3.4,4.0,1.75,3.3,4.2,1.73,3.4,4.33
1696,2,5.25,4.0,1.6,5.0,3.8,1.57,4.8,3.6,1.6,5.0,3.75,1.57
1697,2,1.57,4.33,5.0,1.6,3.75,4.75,1.6,3.6,4.8,1.57,3.8,5.0
1698,1,2.4,3.4,2.8,2.4,3.3,2.6,2.3,3.1,2.8,2.3,3.25,2.75
1699,2,3.0,3.6,2.2,3.0,3.4,2.1,3.2,3.1,2.1,3.0,3.25,2.2
1700,1,2.5,3.4,2.7,2.4,3.3,2.6,2.3,3.1,2.8,2.5,3.2,2.5
1701,1,2.63,3.3,2.63,2.5,3.3,2.5,2.6,3.1,2.5,2.62,3.25,2.5
1702,1,1.83,3.75,4.0,1.91,3.5,3.4,1.9,3.2,3.6,1.8,3.4,3.6
1703,2,1.67,3.6,5.25,1.67,3.5,4.6,1.65,3.5,4.5,1.66,3.5,4.5
1704,0,2.88,3.3,2.4,2.9,3.2,2.25,2.7,3.2,2.3,2.75,3.2,2.38
1705,2,2.63,3.4,2.55,2.6,3.2,2.5,2.8,3.1,2.3,2.5,3.2,2.5
1706,2,1.8,3.6,4.33,1.83,3.5,3.7,1.8,3.3,3.8,1.8,3.4,4.0
1707,1,1.83,3.6,4.2,1.9,3.3,3.7,1.9,3.3,3.5,1.83,3.4,3.75
1708,1,2.63,3.25,2.63,2.6,3.2,2.5,2.6,3.1,2.5,2.85,3.3,2.3
1709,0,3.6,3.5,2.0,3.25,3.4,2.0,3.2,3.1,2.1,3.6,3.3,2.0
1710,0,2.0,3.6,3.5,2.0,3.25,3.4,2.1,3.1,3.2,2.1,3.4,3.2
1711,0,1.44,4.33,7.0,1.45,4.0,6.25,1.55,3.7,5.0,1.5,4.0,6.0
1712,0,1.91,3.4,4.0,1.87,3.3,3.8,1.9,3.2,3.6,2.0,3.4,3.5
1713,0,2.88,3.4,2.38,2.85,3.3,2.4,2.8,3.1,2.3,2.87,3.3,2.3
1714,1,1.85,3.8,3.8,1.85,3.6,4.0,1.85,3.2,3.8,1.83,3.6,3.8
1715,2,2.5,3.3,2.8,2.45,3.25,2.8,2.5,3.3,2.65,2.37,3.3,2.75
1716,0,2.1,3.3,3.5,2.15,3.3,3.3,2.2,3.3,3.1,2.25,3.25,3.1
1717,1,1.44,4.5,6.5,1.48,4.2,6.5,1.45,4.0,7.0,1.55,4.0,5.5
1718,1,3.75,3.4,2.0,3.5,3.5,2.0,3.6,3.3,2.0,3.75,3.4,1.95
1719,2,2.1,3.5,3.25,2.1,3.4,3.0,2.0,3.2,3.3,2.1,3.3,3.25
1720,1,4.0,3.5,1.91,4.0,3.25,1.85,3.7,3.3,1.85,4.0,3.3,1.9
1721,1,2.05,3.4,3.6,2.0,3.25,3.4,2.0,3.2,3.3,2.05,3.4,3.5
1722,1,1.75,3.5,4.75,1.75,3.25,4.5,1.75,3.3,4.2,1.8,3.4,4.33
1723,1,1.83,3.6,4.2,1.87,3.4,4.1,1.8,3.5,4.2,1.83,3.4,4.33
1724,2,1.85,3.6,4.0,1.85,3.6,3.9,1.9,3.45,3.8,1.83,3.75,4.0
1725,1,1.53,4.33,5.5,1.55,4.0,5.75,1.65,3.6,5.1,1.55,4.0,5.75
1726,1,2.25,3.4,3.1,2.25,3.6,2.9,2.3,3.3,2.9,2.25,3.3,3.1
1727,2,3.6,3.6,1.95,3.6,3.6,1.95,3.8,3.45,1.9,3.6,3.6,1.95
1728,0,2.0,3.3,3.8,2.0,3.5,3.5,2.0,3.3,3.6,1.95,3.4,3.75
1729,1,4.0,3.6,1.85,4.0,3.6,1.85,4.2,3.5,1.8,4.2,3.6,1.83
1730,0,2.8,3.25,2.5,2.65,3.3,2.55,2.6,3.2,2.6,2.8,3.1,2.6
1731,0,4.0,3.75,1.85,4.33,3.6,1.85,4.5,3.5,1.75,4.0,3.6,1.85
1732,2,2.3,3.4,3.0,2.35,3.3,2.9,2.4,3.1,2.9,2.3,3.3,3.0
1733,1,1.44,4.2,7.5,1.45,4.1,7.25,1.5,4.0,6.1,1.44,4.2,7.5
1734,1,4.5,3.75,1.75,4.4,3.7,1.75,4.7,3.6,1.7,4.2,3.8,1.75
1735,1,1.75,3.75,4.5,1.67,4.0,4.5,1.65,3.6,5.1,1.67,3.8,5.0
1736,0,1.5,4.0,7.0,1.53,3.8,6.5,1.55,3.9,5.6,1.55,4.0,6.0
1737,2,2.2,3.4,3.2,2.15,3.6,3.1,2.2,3.3,3.1,2.15,3.4,3.25
1738,2,2.9,3.3,2.4,2.85,3.2,2.4,2.7,3.3,2.45,2.6,3.2,2.38
1739,1,1.57,3.8,6.0,1.55,3.7,6.0,1.6,3.6,5.6,1.57,3.5,5.0
1740,0,1.85,3.5,4.2,1.8,3.5,4.75,1.8,3.5,4.1,1.83,3.4,4.5
1741,2,1.73,3.6,4.75,1.7,3.5,4.8,1.7,3.5,4.9,1.67,3.4,4.33
1742,2,2.75,3.3,2.5,2.8,3.4,2.5,2.6,3.4,2.5,2.5,3.2,2.5
1743,0,1.62,3.75,5.5,1.65,3.65,5.0,1.6,3.75,5.2,1.53,3.5,5.5
1744,2,1.83,3.5,4.33,1.95,3.4,4.0,1.9,3.3,3.9,1.83,3.2,3.75
1745,1,2.8,3.25,2.5,2.9,3.3,2.3,2.6,3.3,2.4,2.75,3.2,2.25
1746,0,2.9,3.5,2.3,2.8,3.35,2.35,2.7,3.3,2.3,2.75,3.25,2.2
1747,1,2.88,3.4,2.38,2.7,3.3,2.45,2.5,3.3,2.5,2.8,3.4,2.4
1748,1,1.62,3.7,5.5,1.6,3.7,5.4,1.65,3.5,4.6,1.62,3.6,5.5
1749,2,1.62,3.75,5.5,1.55,3.75,5.9,1.6,3.6,5.0,1.57,3.75,6.0
1750,0,2.55,3.3,2.7,2.55,3.35,2.55,2.5,3.3,2.5,2.5,3.3,2.38
1751,0,1.62,3.8,5.5,1.55,3.8,5.8,1.6,3.6,5.0,1.62,3.6,6.0
1752,0,1.6,3.75,5.75,1.57,3.8,5.5,1.6,3.6,5.0,1.57,4.0,5.5
1753,1,1.8,3.6,4.33,1.78,3.5,4.3,1.8,3.4,4.0,1.8,3.5,4.5
1754,0,1.75,3.7,4.5,1.85,3.6,3.8,1.8,3.4,4.0,1.8,3.6,4.33
1755,2,2.0,3.4,3.75,2.05,3.3,3.5,2.0,3.3,3.3,2.0,3.5,3.6
1756,1,4.75,3.6,1.73,4.5,3.75,1.7,3.8,3.4,1.85,4.5,3.75,1.73
1757,0,2.5,3.3,2.75,2.5,3.45,2.55,2.5,3.2,2.6,2.5,3.4,2.7
1758,1,2.4,3.3,2.88,2.4,3.3,2.75,2.5,3.3,2.5,2.4,3.4,2.8
1759,1,2.0,3.5,3.6,2.05,3.4,3.35,2.2,3.2,3.0,2.0,3.5,3.6
1760,2,2.8,3.4,2.38,2.7,3.4,2.4,2.55,3.4,2.4,2.8,3.5,2.38
1761,2,3.5,3.6,2.0,3.6,3.6,1.9,3.8,3.5,1.8,3.75,3.6,1.91
1762,2,3.6,3.5,2.0,3.6,3.3,2.0,3.3,3.3,2.0,3.75,3.4,2.0
1763,1,1.65,3.75,5.25,1.7,3.75,5.25,1.65,3.5,4.6,1.66,3.75,5.0
1764,1,2.0,3.5,3.6,1.91,3.5,3.8,2.0,3.3,3.3,2.0,3.5,3.6
1765,0,1.67,3.8,5.0,1.7,3.6,4.9,1.7,3.5,4.4,1.67,3.75,5.0
1766,0,1.62,3.75,5.5,1.62,4.0,5.0,1.65,3.5,4.6,1.62,3.75,5.5
1767,0,1.91,3.5,4.0,1.95,3.4,3.8,2.0,3.3,3.3,1.91,3.4,4.0
1768,0,1.85,3.6,4.0,1.91,3.4,4.0,2.0,3.3,3.3,2.0,3.5,3.6
1769,1,4.5,3.75,1.73,4.4,3.8,1.7,4.0,3.4,1.8,4.5,3.75,1.73
1770,0,1.62,3.8,5.5,1.6,3.75,5.5,1.65,3.5,4.6,1.62,3.75,5.5
1771,0,2.4,3.3,2.9,2.35,3.3,3.1,2.1,3.3,3.1,2.2,3.4,3.2
1772,0,1.62,3.8,5.5,1.62,3.8,5.25,1.7,3.5,4.4,1.57,3.75,6.0
1773,2,2.3,3.4,3.0,2.4,3.3,3.0,2.5,3.2,2.6,2.4,3.3,2.88
1774,0,3.0,3.4,2.3,3.0,3.4,2.25,2.7,3.2,2.4,3.0,3.4,2.3
1775,1,2.2,3.4,3.2,2.15,3.4,3.25,2.3,3.2,2.8,2.2,3.4,3.2
1776,2,2.38,3.4,2.88,2.45,3.5,2.85,2.4,3.2,2.7,2.38,3.4,2.88
1777,2,1.91,3.5,4.0,1.91,3.7,3.9,1.9,3.3,3.7,1.91,3.6,3.8
1778,2,2.3,3.4,3.0,2.3,3.6,3.0,2.3,3.3,2.75,2.3,3.4,3.0
1779,1,1.95,3.6,3.6,2.0,3.5,3.5,2.0,3.3,3.3,2.0,3.5,3.6
1780,0,6.5,4.5,1.44,6.25,4.25,1.48,5.4,3.7,1.55,6.0,4.33,1.5
1781,1,4.33,3.6,1.8,4.2,3.8,1.85,3.7,3.5,1.9,4.0,3.75,1.83
1782,2,2.25,3.4,3.1,2.3,3.5,3.1,2.35,3.4,2.77,2.3,3.5,2.9
1783,2,3.1,3.4,2.25,3.2,3.4,2.15,3.0,3.4,2.2,3.1,3.4,2.25
1784,2,2.6,3.3,2.63,2.55,3.4,2.6,2.5,3.3,2.65,2.6,3.3,2.62
1785,2,7.0,4.33,1.44,6.25,4.5,1.45,6.0,3.85,1.53,6.0,4.33,1.5
1786,0,2.38,3.4,2.9,2.5,3.4,2.7,2.5,3.3,2.65,2.5,3.3,2.75
1787,2,2.05,3.4,3.5,2.05,3.3,3.8,1.95,3.3,3.6,2.0,3.4,3.75
1788,1,2.5,3.3,2.75,2.5,3.4,2.7,2.4,3.3,2.75,2.5,3.3,2.75
1789,2,2.25,3.4,3.1,2.25,3.5,3.0,2.2,3.3,3.1,2.3,3.4,3.0
1790,2,12.0,5.5,1.25,10.5,6.75,1.22,9.0,5.0,1.3,12.0,5.5,1.25
1791,0,2.5,3.3,2.8,2.6,3.3,2.65,2.5,3.3,2.65,2.5,3.3,2.75
1792,1,2.0,3.4,3.75,2.0,3.5,3.6,2.1,3.3,3.3,2.0,3.3,3.75
1793,1,2.0,3.4,3.75,2.05,3.5,3.4,1.85,3.45,4.0,2.0,3.4,3.75
1794,2,1.83,3.75,4.0,1.9,3.7,3.7,1.9,3.5,3.7,1.91,3.6,3.8
1795,1,2.5,3.4,2.7,2.5,3.6,2.75,2.5,3.35,2.5,2.38,3.3,2.5
1796,0,1.75,3.75,4.5,1.75,3.6,4.5,1.65,3.5,4.6,1.8,3.6,4.33
1797,0,1.83,3.6,4.2,1.91,3.5,4.33,1.75,3.6,4.3,1.8,3.5,4.5
1798,0,2.1,3.3,3.5,2.05,3.3,3.6,2.0,3.4,3.5,2.1,3.25,3.5
1799,2,12.0,6.0,1.25,8.5,6.0,1.28,9.0,5.0,1.3,9.0,5.0,1.28
1800,2,2.2,3.4,3.2,2.05,3.5,3.4,2.0,3.4,3.5,2.15,3.4,3.25
1801,0,1.8,3.75,4.2,1.8,3.8,4.0,1.9,3.45,3.8,1.83,3.75,4.0
1802,0,4.33,4.0,1.73,4.75,3.9,1.67,4.5,3.7,1.7,4.5,3.75,1.72
1803,1,2.05,3.4,3.5,2.0,3.75,3.4,2.0,3.4,3.5,2.0,3.75,3.4
1804,1,1.95,3.6,3.6,1.95,3.6,3.7,1.9,3.45,3.8,1.9,3.6,3.8
1805,1,2.6,3.4,2.6,2.75,3.6,2.5,2.75,3.3,2.4,2.6,3.4,2.6
1806,2,2.2,3.5,3.1,2.15,3.5,3.2,2.2,3.3,3.1,2.2,3.4,3.2
1807,1,1.91,3.75,3.6,1.87,3.6,4.0,2.0,3.3,3.6,1.95,3.5,3.75
1808,0,1.75,3.75,4.5,1.78,3.6,4.4,1.85,3.5,3.9,1.8,3.6,4.33
1809,1,2.4,3.5,2.8,2.35,3.6,2.7,2.3,3.3,2.9,2.37,3.4,2.87
1810,0,1.91,3.75,3.6,1.9,3.7,3.7,1.9,3.45,3.8,1.9,3.6,3.8
1811,1,1.67,4.5,4.2,1.65,4.6,4.0,1.7,4.1,4.0,1.72,4.0,4.33
1812,1,2.6,3.4,2.6,2.6,3.6,2.65,2.5,3.3,2.65,2.5,3.5,2.62
1813,0,2.8,3.3,2.5,2.7,3.4,2.5,2.6,3.2,2.6,2.75,3.3,2.5
1814,2,3.25,3.6,2.1,3.5,3.4,2.05,3.3,3.3,2.1,3.6,3.5,2.0
1815,1,1.91,3.6,3.8,1.95,3.5,3.7,2.0,3.4,3.5,1.9,3.6,3.75
1816,2,1.8,3.8,4.0,1.85,3.4,4.25,1.75,3.5,4.5,1.75,3.75,4.33
1817,1,1.7,4.0,4.75,1.75,3.6,4.6,1.8,3.5,4.2,1.75,3.75,4.33
1818,1,1.85,3.9,4.0,1.91,3.5,3.8,1.85,3.5,3.9,1.85,3.8,4.0
1819,2,3.25,3.75,2.1,3.1,3.4,2.2,3.1,3.3,2.2,3.2,3.4,2.2
1820,2,1.67,4.2,4.75,1.7,4.0,4.25,1.77,3.5,4.35,1.67,4.1,4.5
1821,1,1.95,3.7,3.8,2.0,3.3,3.75,2.0,3.4,3.5,1.83,3.75,4.0
1822,1,2.0,3.6,3.6,2.0,3.4,3.6,2.0,3.3,3.6,1.95,3.75,3.6
1823,1,1.75,3.75,4.75,1.8,3.55,4.5,1.9,3.45,3.8,1.8,3.75,4.5
1824,2,2.7,3.5,2.6,2.7,3.0,2.7,2.6,3.2,2.6,2.62,3.4,2.7
1825,2,5.5,4.2,1.6,4.75,4.0,1.65,3.8,3.8,1.8,5.5,4.2,1.6
1826,0,2.4,3.5,2.75,2.5,3.5,2.8,2.2,3.3,3.1,2.25,3.5,3.0
1827,0,4.0,4.0,1.83,4.1,3.5,1.85,4.2,3.7,1.75,4.0,4.0,1.83
1828,1,1.91,3.75,3.9,2.0,3.5,3.5,2.0,3.3,3.6,2.0,3.75,3.6
1829,0,1.62,4.0,5.25,1.7,3.5,5.0,1.7,3.6,4.7,1.66,3.8,5.0
1830,1,2.3,3.6,2.88,2.35,3.3,2.95,2.4,3.3,2.75,2.37,3.4,2.87
1831,1,1.62,4.33,4.75,1.62,3.75,5.5,1.65,3.7,4.9,1.61,4.0,5.0
1832,2,2.1,3.6,3.4,2.05,3.5,3.4,2.1,3.3,3.3,2.0,3.4,3.6
1833,0,2.1,3.6,3.4,2.15,3.3,3.3,2.1,3.3,3.3,2.15,3.5,3.2
1834,0,3.1,3.5,2.25,3.0,3.3,2.3,2.9,3.3,2.3,3.0,3.4,2.25
1835,1,1.8,3.5,4.5,1.87,3.4,4.1,2.0,3.3,3.6,1.83,3.6,4.2
1836,0,4.33,3.8,1.8,4.33,3.75,1.8,3.8,3.45,1.9,4.33,3.8,1.75
1837,2,9.5,6.0,1.25,9.0,5.25,1.33,8.0,5.0,1.33,9.0,5.5,1.33
1838,2,2.0,3.3,4.0,2.0,3.25,3.75,2.0,3.3,3.6,1.95,3.3,3.8
1839,1,2.4,3.4,2.9,2.5,3.25,2.75,2.6,3.2,2.6,2.38,3.4,2.9
1840,1,2.25,3.4,3.3,2.35,3.4,2.85,2.4,3.3,2.75,2.25,3.4,3.0
1841,1,3.4,3.6,2.1,3.3,3.4,2.1,3.3,3.3,2.1,3.3,3.6,2.05
1842,0,2.38,3.3,3.1,2.45,3.3,2.8,2.2,3.3,3.1,2.38,3.4,2.9
1843,1,2.38,3.4,3.0,2.45,3.25,2.85,2.5,3.2,2.75,2.3,3.25,3.0
1844,1,1.8,3.6,4.6,1.8,3.6,4.6,1.9,3.45,3.8,1.8,3.6,4.5
1845,2,3.2,3.8,2.05,2.9,3.9,2.15,3.0,3.6,2.1,3.0,3.8,2.15
1846,2,1.95,3.75,3.75,1.95,3.4,3.8,1.9,3.45,3.8,1.91,3.6,3.75
1847,0,7.0,4.75,1.44,6.75,4.5,1.48,6.1,4.0,1.5,6.0,4.5,1.44
1848,0,2.45,3.75,2.65,2.5,3.3,2.7,2.4,3.3,2.75,2.38,3.6,2.7
1849,2,2.4,3.2,3.1,2.5,3.2,2.8,2.5,3.1,2.8,2.4,3.1,3.0
1850,1,2.05,3.25,4.0,2.1,3.25,3.5,2.2,3.2,3.2,2.05,3.2,3.8
1851,0,2.25,3.3,3.3,2.35,3.3,2.95,2.4,3.3,2.75,2.3,3.2,3.1
1852,2,4.75,3.5,1.8,4.5,3.7,1.8,3.8,3.45,1.9,4.5,3.5,1.8
1853,1,2.4,3.2,3.1,2.5,3.2,2.8,2.6,3.2,2.6,2.4,3.1,3.1
1854,2,7.0,4.5,1.45,6.25,4.33,1.48,6.1,4.0,1.5,7.5,4.5,1.44
1855,1,2.5,3.1,3.1,2.5,3.2,2.8,2.4,3.3,2.75,2.4,3.0,3.1
1856,1,2.1,3.3,3.6,2.15,3.3,3.3,2.3,3.2,3.0,2.1,3.3,3.5
1857,0,2.5,3.1,3.0,2.5,3.1,2.9,2.6,3.1,2.7,2.4,3.0,3.1
1858,0,3.0,3.2,2.5,2.9,3.25,2.4,2.6,3.2,2.6,2.8,3.3,2.5
1859,1,2.75,3.0,2.7,2.7,3.2,2.6,2.75,3.2,2.5,2.7,3.1,2.7
1860,1,3.2,3.4,2.2,3.1,3.3,2.25,2.9,3.3,2.3,3.25,3.3,2.2
1861,0,1.91,3.4,4.33,1.83,3.5,4.25,1.8,3.5,4.2,1.83,3.5,4.33
1862,2,15.0,7.0,1.18,10.0,6.5,1.22,10.3,5.5,1.25,15.0,6.5,1.2
1863,0,4.0,3.6,1.91,4.1,3.6,1.9,4.0,3.45,1.85,4.0,3.5,1.85
1864,2,2.3,3.3,3.25,2.3,3.2,3.1,2.3,3.3,2.9,2.2,3.1,3.3
1865,1,2.5,3.25,2.9,2.6,3.25,2.65,2.5,3.3,2.65,2.5,3.25,2.75
1866,0,2.5,3.3,2.9,2.5,3.25,2.75,2.5,3.3,2.65,2.55,3.25,2.9
1867,2,4.75,3.75,1.75,4.33,3.6,1.85,3.8,3.45,1.9,4.33,3.6,1.8
1868,0,2.75,3.0,2.8,2.7,3.05,2.7,2.6,3.2,2.6,2.7,3.0,2.75
1869,0,2.9,3.1,2.6,2.75,3.1,2.6,2.6,3.2,2.6,2.9,3.1,2.5
1870,2,3.1,3.1,2.5,2.9,3.1,2.5,2.65,3.3,2.5,3.0,3.0,2.5
1871,2,3.4,3.4,2.15,3.4,3.3,2.2,2.9,3.3,2.3,3.3,3.3,2.15
1872,2,4.75,3.75,1.75,5.0,3.6,1.75,4.2,3.5,1.8,4.75,3.6,1.73
1873,2,8.0,4.75,1.4,7.0,4.75,1.4,7.3,4.4,1.4,7.5,4.5,1.4
