,win,home_team_api_id,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,away_team_api_id,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
15753,1,10249,52,47,48,49,52,34,43,37,9873,52,47,48,49,52,34,43,37,1.44,4.2,7.0,1.48,3.9,7.25,1.5,3.8,5.7,1.44,3.75,6.0
15754,1,10249,52,47,48,49,52,34,43,37,9874,52,47,48,49,52,34,43,37,1.45,4.2,7.0,1.42,4.33,8.75,1.47,3.8,6.5,1.36,4.0,7.0
15755,1,10249,52,47,48,49,52,34,43,37,9851,52,47,48,49,52,34,43,37,2.6,3.0,2.0,2.4,3.1,3.2,2.3,3.2,2.8,2.4,2.9,2.88
15756,1,10249,52,47,48,49,52,34,43,37,7819,52,47,48,49,52,34,43,37,1.5,4.2,6.0,1.5,3.9,6.75,1.5,3.8,5.7,1.4,3.75,7.0
15757,1,10249,52,47,48,49,52,34,43,37,9827,52,47,48,49,52,34,43,37,1.91,3.3,4.0,1.95,3.2,4.1,2.0,3.1,3.5,1.91,3.0,3.75
15758,1,10249,52,47,48,49,52,34,43,37,8576,52,47,48,49,52,34,43,37,1.3,5.0,10.0,1.3,4.75,11.0,1.33,4.6,7.8,1.29,4.5,8.0
15759,1,10249,52,47,48,49,52,34,43,37,8521,52,47,48,49,52,34,43,37,1.57,3.6,6.0,1.55,3.7,6.5,1.6,3.6,5.0,1.5,3.5,6.0
15760,1,10249,52,47,48,49,52,34,43,37,9748,52,47,48,49,52,34,43,37,2.7,3.1,2.0,2.7,3.1,2.85,2.7,3.05,2.5,2.5,3.0,2.6
15761,0,10249,52,47,48,49,52,34,43,37,9941,52,47,48,49,52,34,43,37,1.83,3.25,4.0,1.8,3.4,4.6,1.75,3.3,4.4,1.8,3.2,4.0
15762,1,10249,52,47,48,49,52,34,43,37,8689,52,47,48,49,52,34,43,37,1.8,3.4,4.0,1.75,3.5,4.75,1.65,3.4,4.8,1.73,3.2,4.33
15763,1,10249,52,47,48,49,52,34,43,37,8592,52,47,48,49,52,34,43,37,2.8,3.1,2.0,2.75,3.1,2.75,2.65,3.05,2.55,2.6,3.0,2.5
15764,1,10249,52,47,48,49,52,34,43,37,8481,52,47,48,49,52,34,43,37,1.57,3.75,6.0,1.55,3.7,6.5,1.65,3.5,4.6,1.53,3.5,5.5
15765,1,10249,52,47,48,49,52,34,43,37,9836,52,47,48,49,52,34,43,37,1.44,4.0,8.0,1.55,3.7,6.5,1.55,3.7,5.4,1.5,3.6,5.5
15766,1,10249,52,47,48,49,52,34,43,37,8583,52,47,48,49,52,34,43,37,2.1,3.1,3.0,2.1,3.0,3.7,2.25,3.0,3.05,2.1,3.0,3.4
15767,1,10249,52,47,48,49,52,34,43,37,9853,52,47,48,49,52,34,43,37,1.73,3.5,5.0,1.7,3.4,5.25,1.8,3.4,4.0,1.73,3.2,4.33
15768,-1,10249,50,50,35,50,50,35,55,65,8592,50,50,35,50,50,35,55,65,3.5,3.0,2.0,3.4,3.1,2.15,3.2,3.2,2.1,3.0,3.0,2.2
15769,0,10249,50,50,35,50,50,35,55,65,9831,50,50,35,50,50,35,55,65,1.73,3.3,5.0,1.75,3.25,5.0,1.9,3.2,3.8,1.8,3.1,4.0
15770,0,10249,50,50,35,50,50,35,55,65,7819,50,50,35,50,50,35,55,65,2.1,3.1,3.0,2.0,3.1,3.9,2.05,3.1,3.5,1.91,3.2,3.5
15771,-1,10249,50,50,35,50,50,35,55,65,8588,50,50,35,50,50,35,55,65,1.8,3.4,4.0,1.85,3.2,4.4,1.85,3.3,3.9,1.73,3.1,4.5
15772,-1,10249,50,50,35,50,50,35,55,65,9851,50,50,35,50,50,35,55,65,2.3,3.1,3.0,2.35,3.1,3.3,2.45,3.0,2.75,2.3,3.0,2.8
15773,1,10249,50,50,35,50,50,35,55,65,8639,50,50,35,50,50,35,55,65,3.4,3.0,2.0,3.1,3.0,2.35,3.0,3.0,2.3,3.0,2.88,2.25
15774,-1,10249,50,50,35,50,50,35,55,65,9853,50,50,35,50,50,35,55,65,2.1,3.25,3.0,2.1,3.0,3.7,2.1,3.2,3.2,2.0,3.0,3.4
15775,1,10249,50,50,35,50,50,35,55,65,9873,50,50,35,50,50,35,55,65,1.91,3.2,4.0,1.91,3.0,4.5,2.0,3.3,3.3,1.91,3.1,3.6
15776,0,10249,50,50,35,50,50,35,55,65,8583,50,50,35,50,50,35,55,65,2.1,3.1,3.0,2.1,3.1,3.6,2.25,3.0,3.1,2.0,3.0,3.4
15777,-1,10249,50,50,35,50,50,35,55,65,9748,50,50,35,50,50,35,55,65,3.2,3.0,2.0,3.0,3.2,2.5,2.9,3.1,2.3,2.8,3.0,2.3
15778,1,10249,50,50,35,50,50,35,55,65,9941,50,50,35,50,50,35,55,65,2.05,3.2,3.0,2.05,3.1,3.7,2.2,3.1,3.1,2.0,3.0,3.4
15779,0,10249,50,50,35,50,50,35,55,65,9847,50,50,35,50,50,35,55,65,2.6,2.9,3.0,2.5,3.2,2.95,2.5,3.0,2.7,2.4,2.88,2.75
15780,1,10249,50,50,35,50,50,35,55,65,9827,50,50,35,50,50,35,55,65,3.2,3.0,2.0,2.9,3.1,2.4,2.7,3.0,2.5,2.75,2.9,2.4
15781,0,10249,50,50,35,50,50,35,55,65,8521,50,50,35,50,50,35,55,65,1.95,3.2,4.0,1.95,3.2,3.9,2.0,3.0,3.6,1.91,3.0,3.75
15782,1,10249,50,50,35,50,50,35,55,65,8689,50,50,35,50,50,35,55,65,2.4,3.0,3.0,2.45,3.05,2.9,2.3,2.9,3.1,2.25,3.0,2.88
15783,-1,10249,50,50,35,50,50,35,55,65,9829,50,50,35,50,50,35,55,65,3.1,3.25,2.0,2.85,3.2,2.4,2.8,3.1,2.4,2.75,3.2,2.25
15784,-1,10249,50,50,35,50,50,35,55,65,8481,50,50,35,50,50,35,55,65,1.85,3.2,4.0,1.91,3.1,4.25,1.9,3.1,4.0,1.91,3.1,3.6
15785,1,10249,50,50,35,50,50,35,55,65,9874,50,50,35,50,50,35,55,65,2.0,3.2,4.0,2.0,3.2,3.75,2.1,3.0,3.4,2.0,3.0,3.4
15786,1,10249,50,50,35,50,50,35,55,65,108893,50,50,35,50,50,35,55,65,1.5,3.75,7.0,1.45,3.75,8.0,1.55,3.6,5.5,1.44,3.6,6.5
15787,1,10249,52,47,48,49,52,53,56,48,9748,52,47,48,49,52,53,56,48,2.3,3.2,3.0,2.3,3.25,3.1,2.35,3.15,2.95,2.25,3.2,3.25
15788,0,10249,52,47,48,49,52,53,56,48,9851,52,47,48,49,52,53,56,48,2.1,3.1,3.0,2.05,3.1,3.8,2.1,3.2,3.4,2.1,3.25,3.5
15789,0,10249,52,47,48,49,52,53,56,48,9837,52,47,48,49,52,53,56,48,1.83,3.25,4.0,1.83,3.25,4.75,1.8,3.4,4.35,1.8,3.5,4.5
15790,-1,10249,52,47,48,49,52,53,56,48,7794,52,47,48,49,52,53,56,48,1.67,3.75,5.0,1.65,3.5,5.75,1.75,3.5,4.5,1.7,3.5,5.0
15791,1,10249,52,47,48,49,52,53,56,48,9941,52,47,48,49,52,53,56,48,2.05,3.3,3.0,2.05,3.2,3.7,2.1,3.15,3.45,2.05,3.2,3.75
15792,-1,10249,52,47,48,49,52,53,56,48,8592,52,47,48,49,52,53,56,48,2.3,3.0,3.0,2.2,3.25,3.2,2.4,3.2,2.85,2.3,3.1,3.25
15793,0,10249,52,47,48,49,52,53,56,48,9873,52,47,48,49,52,53,56,48,1.85,3.4,4.0,1.78,3.4,4.75,1.75,3.4,4.65,1.8,3.4,4.75
15794,1,10249,52,47,48,49,52,53,56,48,9874,52,47,48,49,52,53,56,48,1.73,3.5,5.0,1.8,3.5,4.5,1.7,3.5,4.85,1.8,3.5,4.5
15795,0,10249,52,47,48,49,52,53,56,48,9827,52,47,48,49,52,53,56,48,2.0,3.1,4.0,1.91,3.1,4.5,2.1,3.15,3.45,2.05,3.1,4.0
15796,1,10249,52,47,48,49,52,53,56,48,8576,52,47,48,49,52,53,56,48,1.44,4.0,8.0,1.45,3.75,9.0,1.4,4.3,7.5,1.44,4.0,8.0
15797,0,10249,52,47,48,49,52,53,56,48,4087,52,47,48,49,52,53,56,48,1.67,3.5,5.0,1.67,3.4,5.75,1.7,3.5,4.85,1.7,3.4,5.5
15798,1,10249,52,47,48,49,52,53,56,48,9831,52,47,48,49,52,53,56,48,1.83,3.4,4.0,1.87,3.1,4.75,1.9,3.35,3.9,1.9,3.2,4.33
15799,0,10249,52,47,48,49,52,53,56,48,9829,52,47,48,49,52,53,56,48,4.6,3.3,1.0,4.75,3.4,1.78,4.1,3.4,1.85,4.6,3.4,1.8
15800,-1,10249,52,47,48,49,52,53,56,48,9853,52,47,48,49,52,53,56,48,2.4,3.2,3.0,2.45,3.2,2.9,2.4,3.2,2.85,2.8,3.1,2.62
15801,-1,10249,52,47,48,49,52,53,56,48,8689,52,47,48,49,52,53,56,48,1.91,3.3,4.0,1.9,3.25,4.25,1.85,3.4,4.1,2.0,3.25,4.0
15802,0,10249,52,47,48,49,52,53,56,48,9747,52,47,48,49,52,53,56,48,1.91,3.3,4.0,2.05,3.2,3.8,1.9,3.35,3.9,2.0,3.25,4.0
15803,0,10249,52,47,48,49,52,53,56,48,9830,52,47,48,49,52,53,56,48,2.2,3.1,3.0,2.3,2.95,3.4,2.2,3.2,3.2,2.25,3.2,3.25
15804,-1,10249,52,47,48,49,52,53,56,48,8639,52,47,48,49,52,53,56,48,2.88,3.2,2.0,3.0,3.1,2.45,2.7,3.2,2.5,2.9,3.1,2.5
15805,0,10249,52,47,48,49,52,53,56,48,9847,52,47,48,49,52,53,56,48,4.75,3.5,1.0,5.0,3.6,1.7,4.1,3.4,1.85,4.75,3.5,1.75
15806,1,10249,35,35,55,35,70,70,70,70,8639,35,35,55,35,70,70,70,70,2.75,3.0,2.0,2.65,3.1,2.6,2.6,3.1,2.65,2.5,2.9,2.6
15807,1,10249,35,35,55,35,70,70,70,70,9853,35,35,55,35,70,70,70,70,2.2,3.1,3.0,2.25,3.1,3.2,2.2,3.2,3.2,2.1,3.0,3.2
15808,1,10249,35,35,55,35,70,70,70,70,4170,35,35,55,35,70,70,70,70,1.7,3.4,5.0,1.7,3.2,5.0,1.75,3.4,4.8,1.67,3.1,5.0
15809,1,10249,35,35,55,35,70,70,70,70,8588,35,35,55,35,70,70,70,70,2.3,3.0,3.0,2.35,2.9,3.05,2.2,3.1,3.3,2.2,2.8,3.2
15810,1,10249,35,35,55,35,70,70,70,70,8689,35,35,55,35,70,70,70,70,1.8,3.5,4.0,1.75,3.4,4.75,1.7,3.5,4.4,1.73,3.2,4.33
15811,-1,10249,35,35,55,35,70,70,70,70,9748,35,35,55,35,70,70,70,70,3.6,3.1,2.0,3.2,3.2,2.2,3.1,3.1,2.2,3.1,3.1,2.1
15812,0,10249,35,35,55,35,70,70,70,70,9941,35,35,55,35,70,70,70,70,1.73,3.4,5.0,1.65,3.5,5.25,1.75,3.4,4.3,1.62,3.3,5.0
15813,0,10249,35,35,55,35,70,70,70,70,9829,35,35,55,35,70,70,70,70,1.8,3.3,4.0,1.8,3.3,4.5,1.85,3.4,4.0,1.8,3.2,4.0
15814,1,10249,35,35,55,35,70,70,70,70,9874,35,35,55,35,70,70,70,70,2.3,3.0,3.0,2.25,3.0,3.1,2.4,3.0,3.05,2.2,2.8,3.2
15815,1,10249,35,35,55,35,70,70,70,70,9873,35,35,55,35,70,70,70,70,1.85,3.25,4.0,1.8,3.4,4.3,1.75,3.4,4.7,1.8,3.2,4.0
15816,0,10249,35,35,55,35,70,70,70,70,8583,35,35,55,35,70,70,70,70,2.0,3.1,4.0,1.95,3.25,3.8,2.0,3.25,3.7,1.91,3.0,3.75
15817,1,10249,35,35,55,35,70,70,70,70,9851,35,35,55,35,70,70,70,70,2.38,3.0,3.0,2.1,3.1,3.5,2.2,3.15,3.25,2.2,3.0,3.0
15818,1,10249,35,35,55,35,70,70,70,70,9855,35,35,55,35,70,70,70,70,1.53,3.75,7.0,1.5,3.75,6.75,1.45,4.0,7.0,1.44,3.75,6.0
15819,1,10249,35,35,55,35,70,70,70,70,8592,35,35,55,35,70,70,70,70,3.5,3.0,2.0,3.2,3.1,2.25,3.0,3.2,2.3,3.1,2.88,2.2
15820,1,10249,35,35,55,35,70,70,70,70,9831,35,35,55,35,70,70,70,70,1.75,3.4,5.0,1.65,3.5,5.2,1.75,3.4,4.7,1.73,3.2,4.33
15821,-1,10249,35,35,55,35,70,70,70,70,8481,35,35,55,35,70,70,70,70,1.83,3.3,4.0,1.85,3.35,4.65,1.85,3.3,4.2,1.8,3.2,4.0
15822,1,10249,35,35,55,35,70,70,70,70,8682,35,35,55,35,70,70,70,70,1.75,3.4,5.0,1.7,3.4,5.0,1.7,3.4,5.0,1.67,3.3,4.5
15823,0,10249,35,35,55,35,70,70,70,70,9847,35,35,55,35,70,70,70,70,3.5,3.0,2.0,3.25,2.95,2.2,3.2,3.0,2.3,3.0,2.9,2.25
15824,-1,10249,35,35,55,35,70,70,70,70,9827,35,35,55,35,70,70,70,70,3.75,3.1,2.0,3.45,3.3,2.05,3.2,3.2,2.2,3.2,3.0,2.1
15825,1,10251,70,70,60,70,70,60,70,70,8597,70,70,60,70,70,60,70,70,1.83,3.5,4.0,1.7,3.45,4.25,1.75,3.3,4.2,1.8,3.5,4.5
15826,-1,10251,70,70,60,70,70,60,70,70,9860,70,70,60,70,70,60,70,70,2.3,3.3,3.0,2.2,3.25,2.9,2.2,3.1,3.0,2.2,3.25,3.3
15827,1,10251,70,70,60,70,70,60,70,70,9800,70,70,60,70,70,60,70,70,1.67,3.5,5.0,1.6,3.5,5.0,1.5,3.8,5.5,1.53,3.75,6.5
15828,1,10251,70,70,60,70,70,60,70,70,8467,70,70,60,70,70,60,70,70,1.8,3.5,4.0,1.7,3.5,4.22,1.65,3.3,4.4,1.62,3.5,4.5
15829,1,10251,70,70,60,70,70,60,70,70,8429,70,70,60,70,70,60,70,70,1.62,3.75,5.0,1.5,3.6,6.0,1.55,3.7,5.0,1.62,3.75,5.5
15830,-1,10251,70,70,60,70,70,60,70,70,8548,70,70,60,70,70,60,70,70,5.0,3.75,1.0,4.6,3.5,1.65,4.3,3.4,1.7,5.0,3.75,1.67
15831,0,10251,70,70,60,70,70,60,70,70,9860,70,70,60,70,70,60,70,70,2.1,3.3,3.0,2.05,3.35,3.75,2.0,3.2,3.3,2.1,3.3,3.5
15832,-1,10251,70,70,60,70,70,60,70,70,8548,70,70,60,70,70,60,70,70,4.33,3.5,1.0,3.85,3.4,1.8,3.5,3.3,1.9,4.33,3.5,1.83
15833,1,10251,70,70,60,70,70,60,70,70,9927,70,70,60,70,70,60,70,70,1.91,3.4,4.0,1.85,3.4,3.6,2.0,3.2,3.3,1.91,3.4,4.0
15834,0,10251,70,70,60,70,70,60,70,70,8467,70,70,60,70,70,60,70,70,1.91,3.4,4.0,1.8,3.3,4.0,1.8,3.2,4.0,1.91,3.4,4.0
15835,-1,10251,70,70,60,70,70,60,70,70,9925,70,70,60,70,70,60,70,70,5.0,3.75,1.0,5.0,3.75,1.55,4.2,3.3,1.75,4.5,3.5,1.62
15836,-1,10251,70,70,60,70,70,60,70,70,9925,70,70,60,70,70,60,70,70,5.5,3.75,1.0,5.5,3.55,1.55,4.6,3.4,1.6,5.0,3.5,1.57
15837,-1,10251,70,70,60,70,70,60,70,70,9938,70,70,60,70,70,60,70,70,2.38,3.3,3.0,2.1,3.25,3.1,2.4,3.1,2.7,2.35,3.25,2.75
15838,1,10251,70,70,60,70,70,60,70,70,8596,70,70,60,70,70,60,70,70,1.57,3.6,6.0,1.53,3.65,5.5,1.55,3.7,5.0,1.5,3.6,5.5
15839,0,10251,70,70,60,70,70,60,70,70,9938,70,70,60,70,70,60,70,70,2.3,3.3,3.0,2.1,3.25,3.05,2.2,3.1,2.8,2.38,3.3,2.9
15840,1,10251,70,70,60,70,70,60,70,70,8597,70,70,60,70,70,60,70,70,1.91,3.4,4.0,1.7,3.4,4.4,1.7,3.2,4.2,1.8,3.5,4.5
15841,1,10251,70,70,60,70,70,60,70,70,8485,70,70,60,70,70,60,70,70,2.1,3.3,3.0,2.0,3.25,3.3,2.0,3.2,3.3,2.0,3.4,3.75
15842,1,10251,70,70,60,70,70,60,70,70,9800,70,70,60,70,70,60,70,70,1.83,3.4,4.0,1.75,3.4,4.1,1.8,3.2,3.7,1.73,3.4,4.0
15843,0,10251,70,70,60,70,70,60,70,70,8485,70,70,60,70,70,60,70,70,1.83,3.5,4.0,1.8,3.4,3.85,1.7,3.4,4.3,1.8,3.5,4.5
15844,-1,10251,48,51,52,64,52,47,47,51,8548,48,51,52,64,52,47,47,51,7.0,4.33,1.0,6.0,4.0,1.45,5.5,3.8,1.5,7.0,4.33,1.44
15845,-1,10251,48,51,52,64,52,47,47,51,8485,48,51,52,64,52,47,47,51,2.38,3.25,3.0,2.2,3.1,3.0,2.2,3.1,3.0,2.25,3.3,3.2
15846,0,10251,48,51,52,64,52,47,47,51,8066,48,51,52,64,52,47,47,51,1.83,3.5,4.0,1.7,3.45,4.3,1.8,3.2,4.0,1.8,3.5,4.5
15847,0,10251,48,51,52,64,52,47,47,51,9860,48,51,52,64,52,47,47,51,2.9,3.25,2.0,2.7,3.0,2.45,2.7,3.1,2.4,2.7,3.25,2.6
15848,-1,10251,48,51,52,64,52,47,47,51,8429,48,51,52,64,52,47,47,51,1.62,3.6,6.0,1.6,3.5,5.0,1.6,3.6,4.8,1.62,3.75,5.5
15849,0,10251,48,51,52,64,52,47,47,51,9800,48,51,52,64,52,47,47,51,1.83,3.5,4.0,1.78,3.3,4.1,1.75,3.3,4.2,1.83,3.4,4.33
15850,1,10251,48,51,52,64,52,47,47,51,8597,48,51,52,64,52,47,47,51,2.0,3.4,3.0,1.88,3.35,3.55,2.0,3.2,3.3,2.0,3.4,3.75
15851,-1,10251,48,51,52,64,52,47,47,51,8467,48,51,52,64,52,47,47,51,2.0,3.5,3.0,2.0,3.2,3.4,2.1,3.1,3.2,2.0,3.5,3.6
15852,0,10251,48,51,52,64,52,47,47,51,8467,48,51,52,64,52,47,47,51,2.0,3.4,3.0,1.8,3.4,3.85,1.9,3.2,3.6,1.95,3.5,3.75
15853,1,10251,48,51,52,64,52,47,47,51,8597,48,51,52,64,52,47,47,51,2.5,3.3,2.0,2.35,3.2,2.7,2.4,3.1,2.7,2.5,3.4,2.7
15854,1,10251,48,51,52,64,52,47,47,51,9800,48,51,52,64,52,47,47,51,2.05,3.5,3.0,1.9,3.25,3.6,2.0,3.2,3.3,2.0,3.4,3.75
15855,-1,10251,48,51,52,64,52,47,47,51,8485,48,51,52,64,52,47,47,51,1.8,3.5,4.0,1.75,3.45,4.0,1.65,3.5,4.5,1.83,3.4,4.33
15856,-1,10251,48,51,52,64,52,47,47,51,8548,48,51,52,64,52,47,47,51,4.75,3.6,1.0,4.4,3.4,1.7,4.5,3.5,1.65,5.0,3.5,1.73
15857,0,10251,48,51,52,64,52,47,47,51,9938,48,51,52,64,52,47,47,51,2.5,3.3,2.0,2.35,3.25,2.65,2.5,3.2,2.5,2.6,3.4,2.6
15858,-1,10251,48,51,52,64,52,47,47,51,9925,48,51,52,64,52,47,47,51,8.0,4.5,1.0,7.0,4.0,1.4,6.0,3.9,1.45,8.0,4.0,1.44
15859,0,10251,48,51,52,64,52,47,47,51,8429,48,51,52,64,52,47,47,51,1.8,3.5,4.0,1.67,3.5,4.5,1.8,3.2,4.0,1.8,3.5,4.5
15860,1,10251,48,51,52,64,52,47,47,51,9927,48,51,52,64,52,47,47,51,2.63,3.3,2.0,2.45,3.3,2.5,2.5,3.2,2.5,2.62,3.3,2.62
15861,-1,10251,48,51,52,64,52,47,47,51,9860,48,51,52,64,52,47,47,51,2.75,3.3,2.0,2.45,3.25,2.55,2.5,3.2,2.5,2.62,3.3,2.6
15862,1,10251,48,51,52,64,52,47,47,51,8066,48,51,52,64,52,47,47,51,2.25,3.3,3.0,2.25,3.1,2.95,2.3,3.1,2.8,2.2,3.3,3.3
15863,0,10251,55,44,46,48,44,42,40,40,8485,55,44,46,48,44,42,40,40,2.6,3.2,2.0,2.55,3.2,2.65,2.55,3.1,2.55,2.6,3.2,2.7
15864,-1,10251,55,44,46,48,44,42,40,40,8467,55,44,46,48,44,42,40,40,2.75,3.2,2.0,2.65,3.1,2.65,2.55,3.1,2.55,2.8,3.3,2.5
15865,-1,10251,55,44,46,48,44,42,40,40,9800,55,44,46,48,44,42,40,40,2.2,3.2,3.0,2.1,3.2,3.4,1.9,3.2,3.6,2.1,3.4,3.4
15866,-1,10251,55,44,46,48,44,42,40,40,9860,55,44,46,48,44,42,40,40,3.2,3.25,2.0,3.2,3.1,2.25,2.7,3.1,2.4,3.0,3.25,2.37
15867,0,10251,55,44,46,48,44,42,40,40,8066,55,44,46,48,44,42,40,40,2.38,3.25,3.0,2.3,3.2,3.0,2.3,3.1,2.8,2.37,3.3,2.9
15868,1,10251,55,44,46,48,44,42,40,40,8457,55,44,46,48,44,42,40,40,1.83,3.5,4.0,1.8,3.5,4.2,1.9,3.2,3.6,1.83,3.4,3.5
15869,-1,10251,55,44,46,48,44,42,40,40,8548,55,44,46,48,44,42,40,40,7.5,4.2,1.0,6.75,3.9,1.48,6.5,4.0,1.4,8.0,4.0,1.44
15870,0,10251,55,44,46,48,44,42,40,40,9927,55,44,46,48,44,42,40,40,2.88,3.4,2.0,2.95,3.2,2.35,3.0,3.1,2.2,2.9,3.3,2.38
15871,-1,10251,55,44,46,48,44,42,40,40,9938,55,44,46,48,44,42,40,40,3.5,3.25,2.0,3.4,3.25,2.1,3.2,3.1,2.1,3.2,3.4,2.2
15872,0,10251,55,44,46,48,44,42,40,40,9800,55,44,46,48,44,42,40,40,2.1,3.4,3.0,2.1,3.2,3.4,2.1,3.1,3.2,2.15,3.3,3.4
15873,-1,10251,55,44,46,48,44,42,40,40,8597,55,44,46,48,44,42,40,40,2.25,3.25,3.0,2.3,3.2,3.0,2.2,3.1,3.0,2.3,3.3,3.25
15874,-1,10251,55,44,46,48,44,42,40,40,9925,55,44,46,48,44,42,40,40,9.0,5.0,1.0,9.5,4.75,1.31,6.5,4.0,1.4,9.0,5.0,1.33
15875,1,10251,55,44,46,48,44,42,40,40,8467,55,44,46,48,44,42,40,40,2.3,3.2,3.0,2.25,3.1,3.2,2.4,3.1,2.7,2.38,3.25,3.0
15876,0,10251,55,44,46,48,44,42,40,40,8597,55,44,46,48,44,42,40,40,2.38,3.4,2.0,2.3,3.25,2.95,2.3,3.1,2.8,2.38,3.4,2.88
15877,-1,10251,55,44,46,48,44,42,40,40,8457,55,44,46,48,44,42,40,40,1.8,3.5,4.0,1.72,3.7,4.4,1.75,3.3,4.2,1.73,3.75,4.5
15878,0,10251,55,44,46,48,44,42,40,40,9938,55,44,46,48,44,42,40,40,2.9,3.25,2.0,2.8,3.1,2.5,2.55,3.1,2.55,2.62,3.3,2.62
15879,0,10251,55,44,46,48,44,42,40,40,8485,55,44,46,48,44,42,40,40,2.3,3.2,3.0,2.3,3.1,3.1,2.3,3.1,2.8,2.38,3.25,3.0
15880,-1,10251,55,44,46,48,44,42,40,40,9927,55,44,46,48,44,42,40,40,2.5,3.2,2.0,2.45,3.25,2.75,2.55,3.1,2.55,2.5,3.3,2.8
15881,-1,10251,55,44,46,48,44,42,40,40,9925,55,44,46,48,44,42,40,40,8.5,4.33,1.0,6.25,4.2,1.4,6.5,4.0,1.4,8.0,4.33,1.4
15882,0,10251,60,46,58,48,44,47,46,60,9860,60,46,58,48,44,47,46,60,2.7,3.25,2.0,2.4,3.25,2.65,2.4,3.1,2.7,2.5,3.3,2.8
15883,0,10251,60,46,58,48,44,47,46,60,8485,60,46,58,48,44,47,46,60,2.8,3.25,2.0,2.6,3.25,2.45,2.6,3.1,2.5,2.62,3.3,2.62
15884,-1,10251,60,46,58,48,44,47,46,60,8066,60,46,58,48,44,47,46,60,2.5,3.4,2.0,2.4,3.2,2.7,2.3,3.1,2.8,2.5,3.4,2.7
15885,1,10251,60,46,58,48,44,47,46,60,9800,60,46,58,48,44,47,46,60,2.1,3.4,3.0,2.05,3.2,3.3,1.9,3.2,3.6,2.05,3.4,3.6
15886,0,10251,60,46,58,48,44,47,46,60,8597,60,46,58,48,44,47,46,60,2.3,3.3,3.0,2.15,3.2,3.1,2.2,3.1,3.0,2.3,3.3,3.1
15887,-1,10251,60,46,58,48,44,47,46,60,9927,60,46,58,48,44,47,46,60,2.75,3.3,2.0,2.55,3.2,2.55,2.4,3.1,2.7,2.38,3.4,2.75
15888,0,10251,60,46,58,48,44,47,46,60,9860,60,46,58,48,44,47,46,60,3.25,3.3,2.0,3.2,3.1,2.15,2.75,3.2,2.3,3.2,3.25,2.25
15889,-1,10251,60,46,58,48,44,47,46,60,8649,60,46,58,48,44,47,46,60,1.91,3.4,4.0,1.83,3.5,3.7,1.9,3.2,3.6,1.8,3.5,4.33
15890,-1,10251,60,46,58,48,44,47,46,60,8485,60,46,58,48,44,47,46,60,2.75,3.3,2.0,2.6,3.2,2.5,2.5,3.1,2.6,2.6,3.25,2.7
15891,1,10251,60,46,58,48,44,47,46,60,9925,60,46,58,48,44,47,46,60,8.5,4.75,1.0,6.75,4.2,1.4,6.5,4.0,1.4,8.0,4.5,1.4
15892,0,10251,60,46,58,48,44,47,46,60,8284,60,46,58,48,44,47,46,60,1.57,4.0,5.0,1.53,3.8,5.5,1.5,3.8,5.5,1.57,4.0,5.5
15893,1,10251,60,46,58,48,44,47,46,60,9938,60,46,58,48,44,47,46,60,2.6,3.4,2.0,2.45,3.25,2.6,2.4,3.1,2.7,2.5,3.4,2.7
15894,-1,10251,60,46,58,48,44,47,46,60,8467,60,46,58,48,44,47,46,60,2.4,3.4,2.0,2.4,3.2,2.7,2.4,3.1,2.7,2.4,3.3,2.9
15895,0,10251,60,46,58,48,44,47,46,60,9800,60,46,58,48,44,47,46,60,2.25,3.4,3.0,2.15,3.2,3.1,2.1,3.1,3.2,2.2,3.3,3.2
15896,1,10251,60,46,58,48,44,47,46,60,8284,60,46,58,48,44,47,46,60,1.85,3.5,4.0,1.8,3.4,4.0,1.7,3.5,4.1,1.73,3.75,4.5
15897,1,10251,60,46,58,48,44,47,46,60,8467,60,46,58,48,44,47,46,60,2.38,3.25,3.0,2.45,3.1,2.7,2.4,3.1,2.7,2.38,3.25,3.0
15898,1,10251,60,46,58,48,44,47,46,60,8597,60,46,58,48,44,47,46,60,2.25,3.25,3.0,2.1,3.1,3.3,2.1,3.1,3.2,2.2,3.3,3.3
15899,0,10251,60,46,58,48,44,47,46,60,8066,60,46,58,48,44,47,46,60,2.1,3.4,3.0,2.1,3.1,3.3,2.0,3.2,3.3,1.8,3.3,3.75
15900,1,10251,60,46,58,48,44,47,46,60,8284,60,46,58,48,44,47,46,60,1.73,3.6,4.0,1.7,3.4,4.6,1.65,3.5,4.5,1.67,3.75,5.0
15901,1,10251,55,44,47,43,49,43,41,40,8597,55,44,47,43,49,43,41,40,2.1,3.3,3.0,2.0,3.25,3.4,2.0,3.2,3.3,2.05,3.4,3.5
15902,1,10251,55,44,47,43,49,43,41,40,9860,55,44,47,43,49,43,41,40,1.7,3.6,5.0,1.7,3.4,4.5,1.7,3.4,4.3,1.73,3.5,5.0
