,win,home_team_api_id,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,away_team_api_id,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
2084,0,8342,45,48,48,61,47,43,59,45,9987,45,48,48,61,47,43,59,45,1.73,3.6,4.0,1.75,3.6,4.0,1.7,3.4,4.2,1.73,3.4,4.33
2085,1,8342,45,48,48,61,47,43,59,45,8475,45,48,48,61,47,43,59,45,1.29,5.25,10.0,1.25,5.5,10.0,1.25,4.5,9.0,1.25,5.0,10.0
2086,1,8342,45,48,48,61,47,43,59,45,9984,45,48,48,61,47,43,59,45,1.4,4.75,7.0,1.36,4.5,7.0,1.35,4.2,7.5,1.36,4.33,7.0
2087,1,8342,45,48,48,61,47,43,59,45,9985,45,48,48,61,47,43,59,45,1.83,3.6,4.0,1.88,3.4,4.5,1.8,3.3,3.8,1.8,3.4,4.0
2088,1,8342,45,48,48,61,47,43,59,45,9993,45,48,48,61,47,43,59,45,1.36,4.75,8.0,1.4,4.2,6.75,1.4,4.0,6.5,1.36,4.33,7.5
2089,1,8342,45,48,48,61,47,43,59,45,9989,45,48,48,61,47,43,59,45,1.3,5.5,9.0,1.28,5.0,8.5,1.3,4.4,8.5,1.25,5.0,8.0
2090,0,8342,45,48,48,61,47,43,59,45,8635,45,48,48,61,47,43,59,45,3.1,3.4,2.0,2.75,3.4,2.25,2.8,3.1,2.3,2.87,3.25,2.25
2091,1,8342,45,48,48,61,47,43,59,45,1773,45,48,48,61,47,43,59,45,1.4,5.0,6.0,1.4,4.6,6.0,1.4,4.0,6.5,1.4,3.75,7.0
2092,1,8342,64,54,48,61,47,60,50,52,9997,64,54,48,61,47,60,50,52,1.25,6.0,10.0,1.26,5.25,10.5,1.25,4.5,9.0,1.22,5.0,10.0
2093,1,8342,64,54,48,61,47,60,50,52,9984,64,54,48,61,47,60,50,52,1.62,3.75,5.0,1.6,3.75,5.25,1.7,3.3,4.3,1.67,3.4,4.33
2094,-1,8342,64,54,48,61,47,60,50,52,9987,64,54,48,61,47,60,50,52,1.75,3.6,4.0,1.8,3.4,4.33,1.75,3.3,4.1,1.67,3.4,4.33
2095,1,8342,64,54,48,61,47,60,50,52,9991,64,54,48,61,47,60,50,52,1.85,3.5,4.0,1.91,3.5,4.2,1.8,3.3,3.8,1.8,3.4,3.6
2096,1,8342,64,54,48,61,47,60,50,52,10001,64,54,48,61,47,60,50,52,1.44,4.33,7.0,1.45,3.8,6.75,1.45,3.8,5.4,1.4,3.75,7.0
2097,-1,8342,64,54,48,61,47,60,50,52,8203,64,54,48,61,47,60,50,52,1.44,4.33,7.0,1.42,4.2,7.25,1.4,3.9,6.0,1.44,3.6,6.5
2098,1,8342,64,54,48,61,47,60,50,52,9989,64,54,48,61,47,60,50,52,1.29,5.0,9.0,1.26,5.25,10.5,1.25,4.5,9.0,1.2,5.0,11.0
2099,0,8342,64,54,48,61,47,60,50,52,8635,64,54,48,61,47,60,50,52,2.3,3.4,3.0,2.3,3.3,3.2,2.3,3.1,2.7,2.25,3.25,2.7
2100,1,8342,64,54,48,61,47,60,50,52,9998,64,54,48,61,47,60,50,52,1.36,4.75,8.0,1.33,4.75,8.5,1.27,4.5,9.0,1.29,4.5,8.0
2101,1,8342,64,54,48,61,47,60,50,52,1773,64,54,48,61,47,60,50,52,1.22,6.0,12.0,1.25,5.0,10.0,1.22,5.0,10.0,1.25,5.0,8.0
2102,1,8342,64,54,48,61,47,60,50,52,9985,64,54,48,61,47,60,50,52,1.83,3.6,4.0,1.88,3.4,3.9,1.8,3.3,3.8,1.83,3.3,3.6
2103,1,8342,64,54,48,61,47,60,50,52,10000,64,54,48,61,47,60,50,52,1.4,4.5,8.0,1.35,4.5,8.5,1.33,4.0,7.5,1.3,4.33,8.0
2104,1,8342,64,54,48,61,47,60,50,52,9994,64,54,48,61,47,60,50,52,1.53,4.0,6.0,1.53,3.8,6.0,1.5,3.7,5.0,1.44,3.75,6.0
2105,1,8342,64,54,48,61,47,60,50,52,9993,64,54,48,61,47,60,50,52,1.4,4.33,8.0,1.42,4.2,7.25,1.4,3.9,6.0,1.4,4.0,6.5
2106,1,8342,64,54,48,61,47,60,50,52,8571,64,54,48,61,47,60,50,52,1.4,4.33,8.0,1.42,4.2,7.25,1.45,3.9,5.5,1.4,3.75,7.0
2107,0,8342,42,45,42,57,47,51,50,57,8203,42,45,42,57,47,51,50,57,1.4,4.5,7.0,1.4,4.6,7.0,1.33,4.4,8.5,1.36,4.5,7.5
2108,1,8342,42,45,42,57,47,51,50,57,8573,42,45,42,57,47,51,50,57,1.18,6.5,15.0,1.19,6.25,14.0,1.22,6.0,10.5,1.2,6.0,13.0
2109,0,8342,42,45,42,57,47,51,50,57,8635,42,45,42,57,47,51,50,57,2.25,3.5,3.0,2.25,3.4,2.75,2.3,3.1,2.8,2.3,3.4,2.87
2110,0,8342,42,45,42,57,47,51,50,57,9994,42,45,42,57,47,51,50,57,1.53,3.8,6.0,1.53,4.1,5.75,1.5,4.0,6.1,1.5,4.2,6.0
2111,1,8342,42,45,42,57,47,51,50,57,274581,42,45,42,57,47,51,50,57,1.18,6.5,15.0,1.19,6.25,14.5,1.2,6.0,12.5,1.18,6.5,15.0
2112,1,8342,42,45,42,57,47,51,50,57,9986,42,45,42,57,47,51,50,57,1.55,3.75,6.0,1.6,3.8,5.5,1.55,4.0,5.5,1.53,4.0,6.0
2113,1,8342,42,45,42,57,47,51,50,57,8571,42,45,42,57,47,51,50,57,1.4,4.0,10.0,1.45,3.75,7.0,1.4,4.0,6.5,1.4,4.33,7.5
2114,1,8342,42,45,42,57,47,51,50,57,9989,42,45,42,57,47,51,50,57,1.25,6.0,10.0,1.25,5.5,8.5,1.25,4.8,9.5,1.25,5.5,10.0
2115,1,8342,42,45,42,57,47,51,50,57,9987,42,45,42,57,47,51,50,57,1.4,4.5,7.0,1.4,4.5,7.5,1.45,3.9,6.0,1.44,4.33,6.0
2116,1,8342,42,45,42,57,47,51,50,57,10000,42,45,42,57,47,51,50,57,1.44,4.33,7.0,1.48,4.33,6.25,1.45,3.9,6.0,1.44,4.5,6.0
2117,1,8342,42,45,42,57,47,51,50,57,8475,42,45,42,57,47,51,50,57,1.17,7.0,15.0,1.17,7.0,13.5,1.17,5.7,12.0,1.18,6.5,13.0
2118,1,8342,42,45,42,57,47,51,50,57,10001,42,45,42,57,47,51,50,57,1.25,5.75,11.0,1.3,4.75,8.5,1.35,4.2,7.5,1.28,5.0,9.0
2119,0,8342,42,45,42,57,47,51,50,57,9991,42,45,42,57,47,51,50,57,1.8,3.75,4.0,1.75,3.25,4.5,1.8,3.2,4.0,1.8,3.6,4.0
2120,1,8342,42,45,42,57,47,51,50,57,9985,42,45,42,57,47,51,50,57,1.91,3.3,4.0,1.95,3.6,4.0,2.0,3.2,3.3,1.9,3.4,3.8
2121,0,8342,42,45,42,57,47,51,50,57,9984,42,45,42,57,47,51,50,57,1.29,5.5,9.0,1.3,5.5,6.5,1.3,4.4,8.5,1.3,5.0,8.5
2122,1,8342,35,40,45,50,45,60,70,70,9991,35,40,45,50,45,60,70,70,1.7,3.4,4.0,1.75,3.35,4.15,1.6,3.4,4.6,1.62,3.5,4.5
2123,1,8342,35,40,45,50,45,60,70,70,8635,35,40,45,50,45,60,70,70,2.5,3.25,2.0,2.45,3.15,2.65,2.3,3.1,2.6,2.4,3.25,2.5
2124,1,8342,35,40,45,50,45,60,70,70,10000,35,40,45,50,45,60,70,70,1.5,3.8,6.0,1.5,3.7,6.0,1.4,3.9,6.0,1.4,3.75,7.0
2125,-1,8342,35,40,45,50,45,60,70,70,9993,35,40,45,50,45,60,70,70,1.5,4.2,6.0,1.55,3.5,5.8,1.5,3.7,5.0,1.53,3.5,5.5
2126,1,8342,35,40,45,50,45,60,70,70,10001,35,40,45,50,45,60,70,70,1.44,4.5,7.0,1.35,4.4,7.5,1.4,3.9,6.0,1.33,4.0,8.0
2127,0,8342,35,40,45,50,45,60,70,70,9987,35,40,45,50,45,60,70,70,1.83,3.5,4.0,1.65,3.5,4.8,1.85,3.3,3.4,1.67,3.4,4.33
2128,1,8342,35,40,45,50,45,60,70,70,9997,35,40,45,50,45,60,70,70,1.25,5.25,12.0,1.25,5.0,9.55,1.25,4.5,9.0,1.22,5.0,9.0
2129,1,8342,35,40,45,50,45,60,70,70,9984,35,40,45,50,45,60,70,70,1.44,4.2,7.0,1.45,3.75,6.8,1.45,3.9,5.2,1.36,4.0,7.0
2130,0,8342,35,40,45,50,45,60,70,70,8571,35,40,45,50,45,60,70,70,1.33,4.5,8.0,1.4,4.0,7.5,1.3,4.2,8.0,1.33,4.0,8.0
2131,1,8342,35,40,45,50,45,60,70,70,9986,35,40,45,50,45,60,70,70,1.3,5.0,10.0,1.3,4.65,8.5,1.3,4.2,8.0,1.25,5.0,8.0
2132,1,8342,35,40,45,50,45,60,70,70,9994,35,40,45,50,45,60,70,70,1.5,3.6,7.0,1.5,3.6,6.4,1.45,3.8,5.4,1.5,3.5,6.0
2133,0,8342,35,40,45,50,45,60,70,70,8203,35,40,45,50,45,60,70,70,1.36,4.5,9.0,1.36,4.25,7.5,1.3,4.2,8.0,1.33,4.0,8.0
2134,1,8342,35,40,45,50,45,60,70,70,9985,35,40,45,50,45,60,70,70,2.0,3.4,3.0,2.05,3.35,3.75,2.0,3.2,3.1,1.83,3.3,3.6
2135,1,8342,35,40,45,50,45,60,70,70,9999,35,40,45,50,45,60,70,70,1.3,5.0,10.0,1.25,5.2,9.0,1.3,4.2,8.0,1.2,5.5,9.0
2136,0,8344,60,54,52,46,41,33,41,39,8668,60,54,52,46,41,33,41,39,3.25,3.4,2.0,3.1,3.25,2.3,3.1,3.3,2.2,3.1,3.4,2.25
2137,-1,8344,60,54,52,46,41,33,41,39,8650,60,54,52,46,41,33,41,39,9.5,5.25,1.0,7.5,5.0,1.37,7.0,4.0,1.45,7.5,4.8,1.4
2138,-1,8344,60,54,52,46,41,33,41,39,8455,60,54,52,46,41,33,41,39,8.0,4.75,1.0,7.75,4.75,1.36,6.6,4.0,1.47,7.0,4.33,1.44
2139,-1,8344,60,54,52,46,41,33,41,39,9825,60,54,52,46,41,33,41,39,6.5,4.0,1.0,5.25,4.0,1.6,5.4,3.7,1.6,5.5,4.0,1.57
2140,-1,8344,60,54,52,46,41,33,41,39,8466,60,54,52,46,41,33,41,39,3.3,3.3,2.0,3.1,3.3,2.25,2.9,3.3,2.3,3.0,3.25,2.38
2141,-1,8344,60,54,52,46,41,33,41,39,8586,60,54,52,46,41,33,41,39,4.5,3.6,1.0,4.25,3.6,1.8,4.2,3.5,1.8,4.0,3.4,1.9
2142,0,8344,60,54,52,46,41,33,41,39,10194,60,54,52,46,41,33,41,39,2.38,3.2,3.0,2.5,3.25,2.75,2.2,3.3,3.1,2.4,3.3,3.0
2143,-1,8344,60,54,52,46,41,33,41,39,8654,60,54,52,46,41,33,41,39,2.0,3.5,4.0,1.95,3.3,4.0,1.9,3.45,3.8,1.95,3.5,4.0
2144,1,8344,60,54,52,46,41,33,41,39,8659,60,54,52,46,41,33,41,39,2.63,3.4,2.0,2.55,3.25,2.75,2.3,3.3,2.9,2.4,3.3,2.87
2145,1,8344,60,54,52,46,41,33,41,39,9879,60,54,52,46,41,33,41,39,2.35,3.5,3.0,2.25,3.2,3.25,2.2,3.3,3.1,2.25,3.4,3.1
2146,1,8344,60,54,52,46,41,33,41,39,9850,60,54,52,46,41,33,41,39,2.3,3.4,3.0,2.2,3.25,3.3,2.2,3.3,3.1,2.25,3.4,3.2
2147,-1,8344,60,54,52,46,41,33,41,39,10261,60,54,52,46,41,33,41,39,2.45,3.4,3.0,2.3,3.4,3.0,2.2,3.3,3.1,2.37,3.3,3.0
2148,-1,8344,60,54,52,46,41,33,41,39,9826,60,54,52,46,41,33,41,39,2.45,3.25,3.0,2.25,3.2,3.25,2.2,3.2,3.2,2.3,3.2,3.2
2149,0,8344,60,54,52,46,41,33,41,39,8472,60,54,52,46,41,33,41,39,2.38,3.25,3.0,2.25,3.2,3.2,2.2,3.3,3.1,2.3,3.3,3.1
2150,1,8344,60,54,52,46,41,33,41,39,8456,60,54,52,46,41,33,41,39,8.5,4.75,1.0,8.25,4.2,1.42,7.0,4.0,1.45,6.5,4.5,1.45
2151,0,8344,60,54,52,46,41,33,41,39,10260,60,54,52,46,41,33,41,39,6.0,4.0,1.0,5.5,3.9,1.6,5.6,3.9,1.55,6.0,4.0,1.57
2152,1,8344,60,54,52,46,41,33,41,39,10003,60,54,52,46,41,33,41,39,3.4,3.4,2.0,3.1,3.3,2.3,2.9,3.3,2.3,3.0,3.4,2.3
2153,0,8344,60,54,52,46,41,33,41,39,10252,60,54,52,46,41,33,41,39,2.5,3.4,3.0,2.45,3.2,2.9,2.3,3.3,2.9,2.4,3.3,3.0
2154,-1,8344,60,54,52,46,41,33,41,39,8667,60,54,52,46,41,33,41,39,2.75,3.2,2.0,2.5,3.1,2.9,2.3,3.3,2.9,2.5,3.2,2.9
2155,1,8348,38,43,51,54,39,44,46,48,7844,38,43,51,54,39,44,46,48,3.0,3.2,2.0,2.75,3.1,2.55,2.6,3.1,2.5,2.9,2.9,2.45
2156,-1,8348,38,43,51,54,39,44,46,48,9768,38,43,51,54,39,44,46,48,7.0,3.75,1.0,5.75,3.8,1.55,5.0,3.7,1.55,6.5,3.6,1.5
2157,-1,8348,38,43,51,54,39,44,46,48,9807,38,43,51,54,39,44,46,48,2.25,3.1,3.0,2.3,3.2,3.0,2.2,3.1,3.0,2.25,3.0,3.25
2158,1,8348,38,43,51,54,39,44,46,48,6403,38,43,51,54,39,44,46,48,2.75,3.1,2.0,2.65,3.25,2.55,2.6,3.1,2.5,2.7,3.0,2.6
2159,1,8348,38,43,51,54,39,44,46,48,8613,38,43,51,54,39,44,46,48,1.57,3.6,6.0,1.6,3.7,5.5,1.65,3.5,4.5,1.6,3.4,6.0
2160,1,8348,38,43,51,54,39,44,46,48,10238,38,43,51,54,39,44,46,48,2.1,3.4,3.0,2.0,3.4,3.5,2.1,3.1,3.2,2.1,3.1,3.5
2161,0,8348,38,43,51,54,39,44,46,48,7842,38,43,51,54,39,44,46,48,2.25,3.25,3.0,2.3,3.2,3.0,2.1,3.1,3.2,2.38,3.0,3.0
2162,0,8348,38,43,51,54,39,44,46,48,10212,38,43,51,54,39,44,46,48,2.25,3.2,3.0,2.25,3.2,3.1,2.2,3.1,3.0,2.3,3.0,3.1
2163,-1,8348,38,43,51,54,39,44,46,48,9772,38,43,51,54,39,44,46,48,9.0,5.0,1.0,9.0,4.4,1.35,7.5,4.2,1.37,9.0,4.1,1.35
2164,-1,8348,38,43,51,54,39,44,46,48,9773,38,43,51,54,39,44,46,48,15.0,5.5,1.0,12.0,5.0,1.25,8.5,4.4,1.3,14.0,4.33,1.28
2165,0,8348,38,43,51,54,39,44,46,48,10264,38,43,51,54,39,44,46,48,4.75,3.4,1.0,4.5,3.4,1.78,3.6,3.2,1.9,4.5,3.0,1.75
2166,-1,8348,38,43,51,54,39,44,46,48,10215,38,43,51,54,39,44,46,48,1.91,3.3,4.0,1.95,3.2,4.0,1.9,3.2,3.6,1.95,3.0,4.1
2167,-1,8348,38,43,51,54,39,44,46,48,10214,38,43,51,54,39,44,46,48,2.25,3.2,3.0,2.45,3.25,2.75,2.4,3.1,2.7,2.25,2.87,3.0
2168,1,8348,38,43,51,54,39,44,46,48,158085,38,43,51,54,39,44,46,48,2.05,3.25,3.0,1.95,3.2,4.0,1.8,3.2,4.0,1.95,3.0,3.7
2169,0,8348,38,43,51,54,39,44,46,48,7841,38,43,51,54,39,44,46,48,2.6,3.2,2.0,2.7,2.95,2.7,2.5,3.1,2.6,2.6,3.0,2.75
2170,0,8348,38,43,51,54,39,44,46,48,6547,38,43,51,54,39,44,46,48,1.83,3.5,4.0,1.91,3.3,3.9,1.9,3.2,3.6,1.85,3.1,4.25
2171,1,8348,38,43,51,54,39,44,46,48,9764,38,43,51,54,39,44,46,48,1.91,3.25,4.0,1.87,3.3,4.1,1.85,3.2,3.8,1.85,3.2,4.25
2172,-1,8348,38,43,51,54,39,44,46,48,9772,38,43,51,54,39,44,46,48,11.0,5.75,1.0,11.0,5.25,1.25,8.5,4.4,1.3,0.0,0.0,0.0
2173,0,8348,38,43,51,54,39,44,46,48,10215,38,43,51,54,39,44,46,48,2.4,3.1,3.0,2.25,3.0,3.3,2.2,2.8,3.3,2.3,3.0,2.88
2174,0,8348,38,43,51,54,39,44,46,48,9768,38,43,51,54,39,44,46,48,4.2,3.2,1.0,4.2,3.25,1.87,4.2,3.0,1.85,3.75,3.2,1.83
2175,1,8348,38,43,51,54,39,44,46,48,10238,38,43,51,54,39,44,46,48,2.1,3.3,3.0,2.1,3.2,3.4,2.2,3.1,3.0,1.9,3.25,3.4
2176,-1,8348,38,43,51,54,39,44,46,48,6403,38,43,51,54,39,44,46,48,3.75,3.2,2.0,3.75,3.2,2.0,3.8,3.1,1.9,3.6,3.25,2.0
2177,-1,8348,38,43,51,54,39,44,46,48,10264,38,43,51,54,39,44,46,48,4.75,3.6,1.0,4.75,3.5,1.7,4.3,3.2,1.75,4.33,3.4,1.72
2178,-1,8348,38,43,51,54,39,44,46,48,9773,38,43,51,54,39,44,46,48,13.0,5.75,1.0,12.5,5.5,1.22,9.0,4.9,1.25,10.0,5.5,1.25
2179,-1,8348,38,43,51,54,39,44,46,48,7844,38,43,51,54,39,44,46,48,2.3,3.25,3.0,2.35,3.2,2.9,2.2,3.0,3.1,2.25,3.0,2.88
2180,0,8348,38,43,51,54,39,44,46,48,7842,38,43,51,54,39,44,46,48,2.8,3.1,2.0,2.7,3.1,2.6,2.6,3.0,2.6,2.75,3.1,2.5
2181,-1,8348,38,43,51,54,39,44,46,48,10212,38,43,51,54,39,44,46,48,2.63,3.1,2.0,2.7,3.0,2.65,2.5,3.0,2.7,2.5,3.0,2.6
2182,-1,8348,38,43,51,54,39,44,46,48,7841,38,43,51,54,39,44,46,48,2.6,3.1,2.0,2.5,3.1,2.8,2.4,2.8,3.0,2.4,3.0,2.75
2183,0,8348,38,43,51,54,39,44,46,48,2033,38,43,51,54,39,44,46,48,2.1,3.4,3.0,2.25,3.0,3.3,2.1,3.0,3.3,2.2,3.2,3.25
2184,0,8348,38,43,51,54,39,44,46,48,9764,38,43,51,54,39,44,46,48,2.3,3.2,3.0,2.4,3.0,3.0,2.3,3.0,2.9,2.3,3.0,2.87
2185,1,8348,38,43,51,54,39,44,46,48,10214,38,43,51,54,39,44,46,48,3.25,3.25,2.0,3.1,3.0,2.35,2.9,2.9,2.4,2.88,3.0,2.3
2186,1,8348,38,43,51,54,39,44,46,48,10211,38,43,51,54,39,44,46,48,2.5,3.2,2.0,2.5,3.0,2.9,2.5,3.0,2.7,2.5,3.0,2.75
2187,-1,8350,38,54,43,49,64,37,51,53,10189,38,54,43,49,64,37,51,53,3.5,3.3,2.0,3.4,3.25,2.15,3.0,3.2,2.2,3.4,3.4,2.1
2188,-1,8350,38,54,43,49,64,37,51,53,8722,38,54,43,49,64,37,51,53,1.75,3.5,4.0,1.83,3.6,4.4,1.8,3.4,4.0,1.83,3.4,4.5
2189,0,8350,38,54,43,49,64,37,51,53,8697,38,54,43,49,64,37,51,53,2.8,3.4,2.0,2.8,3.4,2.4,2.65,3.3,2.4,2.8,3.4,2.4
2190,-1,8350,38,54,43,49,64,37,51,53,9823,38,54,43,49,64,37,51,53,6.5,4.2,1.0,6.0,4.2,1.5,5.5,3.9,1.5,6.0,4.33,1.5
2191,-1,8350,38,54,43,49,64,37,51,53,8178,38,54,43,49,64,37,51,53,2.88,3.4,2.0,2.9,3.5,2.4,2.8,3.2,2.3,3.0,3.5,2.25
2192,1,8350,38,54,43,49,64,37,51,53,9905,38,54,43,49,64,37,51,53,2.5,3.4,2.0,2.4,3.4,2.8,2.4,3.3,2.65,2.38,3.5,2.8
2193,0,8350,38,54,43,49,64,37,51,53,9904,38,54,43,49,64,37,51,53,2.3,3.3,3.0,2.3,3.4,2.95,2.3,3.3,2.75,2.3,3.4,3.0
2194,0,8350,38,54,43,49,64,37,51,53,8721,38,54,43,49,64,37,51,53,2.3,3.25,3.0,2.3,3.2,3.1,2.25,3.3,2.85,2.3,3.3,3.1
2195,0,8350,38,54,43,49,64,37,51,53,8177,38,54,43,49,64,37,51,53,2.4,3.3,2.0,2.35,3.4,2.85,2.4,3.3,2.65,2.4,3.4,2.8
2196,-1,8350,38,54,43,49,64,37,51,53,9788,38,54,43,49,64,37,51,53,3.2,3.3,2.0,3.3,3.2,2.2,2.8,3.2,2.3,3.25,3.3,2.2
2197,-1,8350,38,54,43,49,64,37,51,53,9789,38,54,43,49,64,37,51,53,7.0,4.0,1.0,6.75,4.4,1.44,5.5,3.9,1.5,7.0,4.0,1.5
2198,-1,8350,38,54,43,49,64,37,51,53,10269,38,54,43,49,64,37,51,53,2.88,3.4,2.0,3.1,3.4,2.3,2.75,3.3,2.3,3.1,3.4,2.25
2199,0,8350,38,54,43,49,64,37,51,53,8406,38,54,43,49,64,37,51,53,1.83,3.5,4.0,1.83,3.4,4.15,1.9,3.3,3.7,1.83,3.6,4.2
2200,-1,8350,38,54,43,49,64,37,51,53,8165,38,54,43,49,64,37,51,53,2.8,3.4,2.0,2.8,3.3,2.45,2.8,3.2,2.3,2.7,3.4,2.5
2201,1,8350,38,54,43,49,64,37,51,53,8358,38,54,43,49,64,37,51,53,2.0,3.5,3.0,2.0,3.5,3.5,2.0,3.3,3.3,2.0,3.5,3.6
2202,-1,8350,38,54,43,49,64,37,51,53,9790,38,54,43,49,64,37,51,53,2.5,3.25,2.0,2.6,3.5,2.65,2.5,3.35,2.5,2.5,3.3,2.75
2203,-1,8350,38,54,43,49,64,37,51,53,8226,38,54,43,49,64,37,51,53,2.75,3.3,2.0,2.85,3.5,2.45,2.5,3.35,2.5,2.75,3.3,2.5
2204,0,8350,48,42,49,68,53,38,48,53,8226,48,42,49,68,53,38,48,53,2.8,3.4,2.0,2.75,3.3,2.4,2.5,3.3,2.5,2.8,3.4,2.4
2205,0,8350,48,42,49,68,53,38,48,53,10269,48,42,49,68,53,38,48,53,3.0,3.4,2.0,2.85,3.4,2.3,2.9,3.3,2.2,3.0,3.25,2.38
2206,1,8350,48,42,49,68,53,38,48,53,10189,48,42,49,68,53,38,48,53,3.25,3.3,2.0,3.5,3.6,1.95,2.9,3.3,2.2,2.75,3.2,2.25
2207,-1,8350,48,42,49,68,53,38,48,53,9904,48,42,49,68,53,38,48,53,2.25,3.25,3.0,2.1,3.3,3.3,2.1,3.3,3.1,2.2,3.3,3.3
2208,0,8350,48,42,49,68,53,38,48,53,9790,48,42,49,68,53,38,48,53,3.1,3.4,2.0,2.9,3.4,2.25,2.75,3.3,2.3,3.0,3.4,2.3
2209,1,8350,48,42,49,68,53,38,48,53,8358,48,42,49,68,53,38,48,53,2.15,3.3,3.0,2.15,3.2,3.3,2.1,3.3,3.1,2.1,3.4,3.4
2210,1,8350,48,42,49,68,53,38,48,53,9788,48,42,49,68,53,38,48,53,2.1,3.4,3.0,2.05,3.4,3.35,2.2,3.2,3.0,2.1,3.5,3.3
2211,-1,8350,48,42,49,68,53,38,48,53,9810,48,42,49,68,53,38,48,53,2.38,3.25,3.0,2.5,3.4,2.8,2.4,3.2,2.7,2.38,3.3,2.9
2212,1,8350,48,42,49,68,53,38,48,53,8152,48,42,49,68,53,38,48,53,1.8,3.6,4.0,1.85,3.7,3.7,1.85,3.6,3.5,1.83,3.75,4.0
2213,-1,8350,48,42,49,68,53,38,48,53,8165,48,42,49,68,53,38,48,53,2.25,3.4,3.0,2.35,3.4,2.75,2.3,3.2,2.8,2.3,3.4,3.0
2214,-1,8350,48,42,49,68,53,38,48,53,8178,48,42,49,68,53,38,48,53,3.6,3.5,2.0,3.5,3.5,1.95,3.1,3.3,2.1,3.6,3.5,2.0
2215,-1,8350,48,42,49,68,53,38,48,53,9905,48,42,49,68,53,38,48,53,2.2,3.3,3.0,2.25,3.2,3.1,2.2,3.3,2.9,2.2,3.4,3.2
2216,1,8350,48,42,49,68,53,38,48,53,8697,48,42,49,68,53,38,48,53,2.3,3.5,2.0,2.15,3.45,3.05,2.2,3.4,2.8,2.25,3.6,2.9
2217,1,8350,48,42,49,68,53,38,48,53,9823,48,42,49,68,53,38,48,53,7.0,4.33,1.0,6.5,4.2,1.45,5.3,3.9,1.53,7.0,4.0,1.5
2218,0,8350,48,42,49,68,53,38,48,53,8722,48,42,49,68,53,38,48,53,1.91,3.5,4.0,1.95,3.4,3.7,1.8,3.4,4.0,2.0,3.4,3.75
2219,0,8350,48,42,49,68,53,38,48,53,8721,48,42,49,68,53,38,48,53,2.5,3.3,2.0,2.35,3.4,2.75,2.5,3.2,2.6,2.4,3.3,2.88
2220,0,8350,48,42,49,68,53,38,48,53,9789,48,42,49,68,53,38,48,53,5.5,3.8,1.0,5.0,3.8,1.62,4.6,3.5,1.65,5.5,3.75,1.62
2221,-1,8357,57,53,54,49,46,36,56,33,9790,57,53,54,49,46,36,56,33,2.7,3.4,2.0,2.8,3.4,2.4,2.9,3.3,2.3,2.8,3.4,2.4
2222,0,8357,57,53,54,49,46,36,56,33,8178,57,53,54,49,46,36,56,33,4.75,3.6,1.0,4.2,3.8,1.78,4.0,3.45,1.85,4.33,3.6,1.8
2223,0,8357,57,53,54,49,46,36,56,33,8406,57,53,54,49,46,36,56,33,2.38,3.2,3.0,2.4,3.2,2.95,2.3,3.3,2.9,2.38,3.25,3.0
2224,-1,8357,57,53,54,49,46,36,56,33,8194,57,53,54,49,46,36,56,33,2.15,3.25,3.0,2.1,3.4,3.7,2.2,3.0,3.2,2.1,3.2,3.0
2225,-1,8357,57,53,54,49,46,36,56,33,9823,57,53,54,49,46,36,56,33,8.5,4.75,1.0,9.25,4.6,1.34,6.5,3.9,1.45,8.0,4.5,1.4
2226,-1,8357,57,53,54,49,46,36,56,33,8358,57,53,54,49,46,36,56,33,4.5,3.75,1.0,4.25,3.8,1.75,3.9,3.5,1.85,4.33,3.6,1.8
2227,-1,8357,57,53,54,49,46,36,56,33,8226,57,53,54,49,46,36,56,33,2.5,3.3,2.0,2.6,3.3,2.65,2.5,3.3,2.65,2.5,3.3,2.75
2228,-1,8357,57,53,54,49,46,36,56,33,9788,57,53,54,49,46,36,56,33,2.6,3.25,2.0,2.65,3.4,2.7,2.6,3.3,2.55,2.62,3.3,2.6
2229,-1,8357,57,53,54,49,46,36,56,33,9904,57,53,54,49,46,36,56,33,2.3,3.4,3.0,2.4,3.4,2.85,2.4,3.3,2.75,2.29,3.4,3.0
2230,-1,8357,57,53,54,49,46,36,56,33,9905,57,53,54,49,46,36,56,33,3.1,3.3,2.0,2.85,3.4,2.4,2.75,3.3,2.4,2.87,3.3,2.4
2231,0,8357,57,53,54,49,46,36,56,33,8697,57,53,54,49,46,36,56,33,2.6,3.4,2.0,2.75,3.5,2.55,2.65,3.3,2.5,2.62,3.3,2.6
2232,-1,8357,57,53,54,49,46,36,56,33,8721,57,53,54,49,46,36,56,33,2.88,3.3,2.0,2.9,3.3,2.4,2.75,3.3,2.4,2.87,3.3,2.4
2233,0,8357,57,53,54,49,46,36,56,33,8165,57,53,54,49,46,36,56,33,2.5,3.3,2.0,2.35,3.4,2.85,2.5,3.2,2.7,2.4,3.4,2.8
